Data;ID sklepu;Miasto;Kategoria;SKU;Czas trwania (h);Szac. utrata sprzedaży (PLN);Powód
2025-08-06;PLN-128;Nowy Sącz;Pieczywo;Bagietka;0.3;55;Opóźniona dostawa
2025-08-06;PLN-060;Poznań;Nabiał i jaja;Pieczywo razowe 400g;2.8;78;Opóźniona dostawa
2025-08-07;PLN-063;Poznań;Karma i akcesoria zwierzęce;Pomidory 1kg;3.8;68;Niedoszacowana prognoza popytu
2025-08-07;PLN-042;Wrocław;Słodycze i przekąski;Pomidory 1kg;4.3;4;Brak na centralnym magazynie
2025-08-07;PLN-104;Toruń;Warzywa i owoce;Jabłka 1kg;2.1;235;Brak na centralnym magazynie
2025-08-07;PLN-021;Warszawa;Non-food / dom;Masło 200g;0.6;11;Opóźniona dostawa
2025-08-07;PLN-030;Kraków;Warzywa i owoce;Pieczywo razowe 400g;2.9;62;Opóźniona dostawa
2025-08-07;PLN-130;Nowy Sącz;Nabiał i jaja;Twaróg 250g;0.3;7;Opóźniona dostawa
2025-08-07;PLN-137;Jelenia Góra;Ryby i mrożonki;Bagietka;2.4;123;Opóźniona dostawa
2025-08-07;PLN-103;Toruń;Ryby i mrożonki;Pomidory 1kg;1.2;107;Opóźniona dostawa
2025-08-08;PLN-086;Gdańsk;Piwo i alkohol;Pieczywo razowe 400g;3.64;251;Niedoszacowana prognoza popytu
2025-08-08;PLN-005;Warszawa;Pieczywo;Banany 1kg;7.800000000000001;441;Niedoszacowana prognoza popytu
2025-08-08;PLN-044;Wrocław;Mięso i wędliny;Wieprzowina karkówka 1kg;0.9099999999999999;14;Niedoszacowana prognoza popytu
2025-08-08;PLN-101;Katowice;Nabiał i jaja;Łosoś świeży 200g;7.41;568;Niedoszacowana prognoza popytu
2025-08-09;PLN-140;Radom;Warzywa i owoce;Kurczak filet 1kg;0.39;2;Opóźniona dostawa
2025-08-09;PLN-103;Toruń;Warzywa i owoce;Łosoś świeży 200g;2.86;95;Burst popytowy (event/pogoda)
2025-08-09;PLN-126;Tarnów;Mięso i wędliny;Jabłka 1kg;1.17;159;Opóźniona dostawa
2025-08-09;PLN-031;Kraków;Mięso i wędliny;Pomidory 1kg;0.39;2;Awaria dostawcy
2025-08-09;PLN-055;Poznań;Pieczywo;Mleko UHT 3.2% 1L;0.39;17;Burst popytowy (event/pogoda)
2025-08-09;PLN-020;Warszawa;Non-food / dom;Banany 1kg;7.800000000000001;242;Burst popytowy (event/pogoda)
2025-08-09;PLN-059;Poznań;Karma i akcesoria zwierzęce;Kurczak filet 1kg;6.370000000000001;46;Błąd kierownika sklepu
2025-08-09;PLN-042;Wrocław;Mięso i wędliny;Pieczywo razowe 400g;1.04;115;Opóźniona dostawa
2025-08-11;PLN-085;Gdańsk;Warzywa i owoce;Jajka L 10szt;3.5;97;Niedoszacowana prognoza popytu
2025-08-11;PLN-079;Łódź;Napoje bezalkoholowe;Jabłka 1kg;2.5;17;Niedoszacowana prognoza popytu
2025-08-11;PLN-071;Poznań;Piwo i alkohol;Kefir 400g;6.3;7;Opóźniona dostawa
2025-08-11;PLN-067;Poznań;Dziecko;Wieprzowina karkówka 1kg;3.2;74;Niedoszacowana prognoza popytu
2025-08-11;PLN-004;Warszawa;Piwo i alkohol;Jajka L 10szt;2.2;93;Burst popytowy (event/pogoda)
2025-08-11;PLN-050;Wrocław;Mięso i wędliny;Kurczak filet 1kg;0.4;3;Błąd kierownika sklepu
2025-08-11;PLN-065;Poznań;Chemia i higiena;Jajka L 10szt;5.5;256;Niedoszacowana prognoza popytu
2025-08-11;PLN-024;Warszawa;Ryby i mrożonki;Sok pomarańcz. 1L;0.3;20;Brak na centralnym magazynie
2025-08-12;PLN-049;Wrocław;Słodycze i przekąski;Mleko UHT 3.2% 1L;5.6;64;Opóźniona dostawa
2025-08-12;PLN-001;Warszawa;Słodycze i przekąski;Bagietka;3.1;98;Niedoszacowana prognoza popytu
2025-08-12;PLN-077;Łódź;Non-food / dom;Twaróg 250g;0.6;8;Niedoszacowana prognoza popytu
2025-08-12;PLN-063;Poznań;Napoje bezalkoholowe;Jabłka 1kg;1.9;22;Niedoszacowana prognoza popytu
2025-08-12;PLN-012;Warszawa;Mięso i wędliny;Łosoś świeży 200g;2.7;49;Niedoszacowana prognoza popytu
2025-08-12;PLN-092;Lublin;Mięso i wędliny;Jajka L 10szt;7.4;455;Burst popytowy (event/pogoda)
2025-08-12;PLN-031;Kraków;Piwo i alkohol;Twaróg 250g;0.7;28;Opóźniona dostawa
2025-08-12;PLN-124;Leszno;Warzywa i owoce;Pomidory 1kg;4.1;218;Burst popytowy (event/pogoda)
2025-08-12;PLN-047;Wrocław;Piwo i alkohol;Jajka L 10szt;0.3;3;Niedoszacowana prognoza popytu
2025-08-13;PLN-077;Łódź;Piwo i alkohol;Bagietka;1.5;26;Opóźniona dostawa
2025-08-13;PLN-116;Płock;Napoje bezalkoholowe;Kefir 400g;9.4;302;Opóźniona dostawa
2025-08-13;PLN-086;Gdańsk;Chemia i higiena;Pieczywo razowe 400g;0.6;84;Burst popytowy (event/pogoda)
2025-08-13;PLN-084;Gdańsk;Sucha żywność / kasze;Wieprzowina karkówka 1kg;2.0;91;Brak na centralnym magazynie
2025-08-13;PLN-064;Poznań;Dziecko;Polędwica wołowa;9.4;1212;Niedoszacowana prognoza popytu
2025-08-13;PLN-038;Kraków;Mięso i wędliny;Wieprzowina karkówka 1kg;6.2;484;Niedoszacowana prognoza popytu
2025-08-13;PLN-102;Katowice;Piwo i alkohol;Pomidory 1kg;1.7;66;Niedoszacowana prognoza popytu
2025-08-14;PLN-052;Wrocław;Mrożonki;Jajka L 10szt;2.8;150;Niedoszacowana prognoza popytu
2025-08-14;PLN-087;Gdańsk;Słodycze i przekąski;Łosoś świeży 200g;2.3;151;Opóźniona dostawa
2025-08-14;PLN-100;Katowice;Chemia i higiena;Masło 200g;0.7;21;Niedoszacowana prognoza popytu
2025-08-14;PLN-084;Gdańsk;Non-food / dom;Kefir 400g;0.6;35;Awaria dostawcy
2025-08-14;PLN-064;Poznań;Chemia i higiena;Kurczak filet 1kg;1.8;88;Opóźniona dostawa
2025-08-14;PLN-069;Poznań;Sucha żywność / kasze;Mleko UHT 3.2% 1L;8.9;931;Niedoszacowana prognoza popytu
2025-08-14;PLN-076;Łódź;Ryby i mrożonki;Truskawki 500g;1.4;8;Burst popytowy (event/pogoda)
2025-08-16;PLN-119;Gniezno;Ryby i mrożonki;Truskawki 500g;1.69;174;Niedoszacowana prognoza popytu
2025-08-16;PLN-039;Kraków;Sucha żywność / kasze;Kurczak filet 1kg;7.15;292;Niedoszacowana prognoza popytu
2025-08-16;PLN-048;Wrocław;Mięso i wędliny;Mleko UHT 3.2% 1L;0.52;10;Niedoszacowana prognoza popytu
2025-08-16;PLN-012;Warszawa;Piwo i alkohol;Banany 1kg;0.39;8;Niedoszacowana prognoza popytu
2025-08-18;PLN-002;Warszawa;Sucha żywność / kasze;Sok pomarańcz. 1L;1.1;2;Niedoszacowana prognoza popytu
2025-08-18;PLN-087;Gdańsk;Mięso i wędliny;Wieprzowina karkówka 1kg;4.9;198;Burst popytowy (event/pogoda)
2025-08-18;PLN-120;Konin;Warzywa i owoce;Jabłka 1kg;15.1;443;Niedoszacowana prognoza popytu
2025-08-18;PLN-130;Nowy Sącz;Słodycze i przekąski;Kurczak filet 1kg;2.2;519;Brak na centralnym magazynie
2025-08-18;PLN-118;Gniezno;Sucha żywność / kasze;Kefir 400g;4.6;243;Brak na centralnym magazynie
2025-08-18;PLN-013;Warszawa;Lody i desery;Bagietka;5.3;113;Opóźniona dostawa
2025-08-19;PLN-075;Łódź;Chemia i higiena;Kurczak filet 1kg;1.1;18;Opóźniona dostawa
2025-08-19;PLN-122;Leszno;Warzywa i owoce;Pomidory 1kg;5.3;21;Niedoszacowana prognoza popytu
2025-08-20;PLN-081;Łódź;Ryby i mrożonki;Masło 200g;9.8;1607;Niedoszacowana prognoza popytu
2025-08-20;PLN-073;Łódź;Chemia i higiena;Wieprzowina karkówka 1kg;1.9;61;Opóźniona dostawa
2025-08-20;PLN-040;Kraków;Piwo i alkohol;Pieczywo razowe 400g;3.4;78;Opóźniona dostawa
2025-08-21;PLN-140;Radom;Piwo i alkohol;Wieprzowina karkówka 1kg;1.8;61;Niedoszacowana prognoza popytu
2025-08-21;PLN-064;Poznań;Chemia i higiena;Truskawki 500g;8.4;50;Burst popytowy (event/pogoda)
2025-08-21;PLN-045;Wrocław;Chemia i higiena;Łosoś świeży 200g;0.4;54;Opóźniona dostawa
2025-08-21;PLN-065;Poznań;Chemia i higiena;Łosoś świeży 200g;0.9;11;Awaria dostawcy
2025-08-21;PLN-105;Toruń;Napoje bezalkoholowe;Polędwica wołowa;1.2;99;Niedoszacowana prognoza popytu
2025-08-22;PLN-025;Kraków;Słodycze i przekąski;Sok pomarańcz. 1L;3.64;105;Awaria dostawcy
2025-08-22;PLN-114;Kalisz;Mięso i wędliny;Truskawki 500g;0.65;43;Opóźniona dostawa
2025-08-22;PLN-033;Kraków;Nabiał i jaja;Wieprzowina karkówka 1kg;4.03;129;Burst popytowy (event/pogoda)
2025-08-22;PLN-012;Warszawa;Non-food / dom;Łosoś świeży 200g;7.15;254;Opóźniona dostawa
2025-08-22;PLN-074;Łódź;Dziecko;Pomidory 1kg;16.64;110;Niedoszacowana prognoza popytu
2025-08-22;PLN-096;Bydgoszcz;Napoje bezalkoholowe;Mleko UHT 3.2% 1L;1.95;110;Awaria dostawcy
2025-08-23;PLN-051;Wrocław;Non-food / dom;Łosoś świeży 200g;7.41;103;Opóźniona dostawa
2025-08-23;PLN-128;Nowy Sącz;Nabiał i jaja;Polędwica wołowa;6.11;473;Błąd kierownika sklepu
2025-08-23;PLN-031;Kraków;Non-food / dom;Jajka L 10szt;0.52;1;Niedoszacowana prognoza popytu
2025-08-23;PLN-077;Łódź;Napoje bezalkoholowe;Polędwica wołowa;10.53;275;Niedoszacowana prognoza popytu
2025-08-23;PLN-124;Leszno;Mięso i wędliny;Jajka L 10szt;4.55;303;Awaria dostawcy
2025-08-25;PLN-052;Wrocław;Sucha żywność / kasze;Twaróg 250g;7.2;30;Opóźniona dostawa
2025-08-25;PLN-062;Poznań;Piwo i alkohol;Twaróg 250g;2.0;60;Opóźniona dostawa
2025-08-25;PLN-108;Częstochowa;Mięso i wędliny;Pomidory 1kg;0.5;1;Niedoszacowana prognoza popytu
2025-08-26;PLN-074;Łódź;Nabiał i jaja;Pomidory 1kg;3.9;5;Błąd kierownika sklepu
2025-08-26;PLN-136;Jelenia Góra;Napoje bezalkoholowe;Jabłka 1kg;2.3;94;Niedoszacowana prognoza popytu
2025-08-26;PLN-125;Tarnów;Mięso i wędliny;Mleko UHT 3.2% 1L;3.5;503;Opóźniona dostawa
2025-08-26;PLN-023;Warszawa;Mrożonki;Jabłka 1kg;2.9;216;Niedoszacowana prognoza popytu
2025-08-26;PLN-054;Wrocław;Mięso i wędliny;Banany 1kg;0.9;49;Awaria dostawcy
2025-08-26;PLN-021;Warszawa;Słodycze i przekąski;Jajka L 10szt;1.8;31;Awaria dostawcy
2025-08-26;PLN-009;Warszawa;Mięso i wędliny;Pieczywo razowe 400g;1.4;109;Opóźniona dostawa
2025-08-27;PLN-120;Konin;Mięso i wędliny;Kurczak filet 1kg;1.3;55;Burst popytowy (event/pogoda)
2025-08-27;PLN-003;Warszawa;Mrożonki;Mleko UHT 3.2% 1L;2.2;42;Awaria dostawcy
2025-08-27;PLN-012;Warszawa;Sucha żywność / kasze;Jabłka 1kg;0.7;8;Opóźniona dostawa
2025-08-27;PLN-069;Poznań;Mięso i wędliny;Sok pomarańcz. 1L;1.5;18;Opóźniona dostawa
2025-08-27;PLN-128;Nowy Sącz;Sucha żywność / kasze;Pieczywo razowe 400g;1.2;104;Niedoszacowana prognoza popytu
2025-08-27;PLN-136;Jelenia Góra;Lody i desery;Mleko UHT 3.2% 1L;3.8;429;Opóźniona dostawa
2025-08-28;PLN-080;Łódź;Warzywa i owoce;Bagietka;1.4;78;Opóźniona dostawa
2025-08-28;PLN-029;Kraków;Warzywa i owoce;Twaróg 250g;2.1;119;Niedoszacowana prognoza popytu
2025-08-29;PLN-084;Gdańsk;Warzywa i owoce;Kurczak filet 1kg;3.38;156;Opóźniona dostawa
2025-08-29;PLN-002;Warszawa;Słodycze i przekąski;Jabłka 1kg;5.07;715;Brak na centralnym magazynie
2025-08-29;PLN-077;Łódź;Chemia i higiena;Jabłka 1kg;2.47;68;Opóźniona dostawa
2025-08-29;PLN-025;Kraków;Słodycze i przekąski;Twaróg 250g;1.43;25;Błąd kierownika sklepu
2025-08-29;PLN-034;Kraków;Non-food / dom;Masło 200g;1.04;111;Niedoszacowana prognoza popytu
2025-08-29;PLN-051;Wrocław;Sucha żywność / kasze;Jabłka 1kg;14.17;1578;Niedoszacowana prognoza popytu
2025-08-29;PLN-095;Bydgoszcz;Warzywa i owoce;Pomidory 1kg;7.15;292;Niedoszacowana prognoza popytu
2025-08-29;PLN-058;Poznań;Warzywa i owoce;Truskawki 500g;16.9;852;Opóźniona dostawa
2025-08-29;PLN-116;Płock;Napoje bezalkoholowe;Łosoś świeży 200g;2.99;160;Niedoszacowana prognoza popytu
2025-08-30;PLN-089;Gdańsk;Piwo i alkohol;Pomidory 1kg;1.17;85;Opóźniona dostawa
2025-08-30;PLN-122;Leszno;Napoje bezalkoholowe;Pieczywo razowe 400g;0.39;10;Opóźniona dostawa
2025-08-30;PLN-125;Tarnów;Lody i desery;Polędwica wołowa;0.39;8;Opóźniona dostawa
2025-08-30;PLN-121;Konin;Warzywa i owoce;Banany 1kg;8.58;63;Burst popytowy (event/pogoda)
2025-08-30;PLN-020;Warszawa;Mięso i wędliny;Banany 1kg;3.64;59;Opóźniona dostawa
2025-08-30;PLN-096;Bydgoszcz;Warzywa i owoce;Pieczywo razowe 400g;0.52;6;Niedoszacowana prognoza popytu
2025-08-30;PLN-058;Poznań;Ryby i mrożonki;Masło 200g;0.39;51;Błąd kierownika sklepu
2025-09-01;PLN-138;Radom;Pieczywo;Pomidory 1kg;2.3;30;Niedoszacowana prognoza popytu
2025-09-01;PLN-076;Łódź;Mrożonki;Jabłka 1kg;1.0;124;Opóźniona dostawa
2025-09-01;PLN-093;Lublin;Non-food / dom;Kurczak filet 1kg;0.3;5;Opóźniona dostawa
2025-09-01;PLN-052;Wrocław;Non-food / dom;Mleko UHT 3.2% 1L;2.5;119;Niedoszacowana prognoza popytu
2025-09-01;PLN-139;Radom;Lody i desery;Jajka L 10szt;2.6;356;Niedoszacowana prognoza popytu
2025-09-01;PLN-031;Kraków;Ryby i mrożonki;Kurczak filet 1kg;11.7;320;Opóźniona dostawa
2025-09-01;PLN-127;Tarnów;Sucha żywność / kasze;Polędwica wołowa;5.7;115;Burst popytowy (event/pogoda)
2025-09-01;PLN-067;Poznań;Słodycze i przekąski;Truskawki 500g;3.6;368;Opóźniona dostawa
2025-09-01;PLN-101;Katowice;Warzywa i owoce;Mleko UHT 3.2% 1L;3.4;218;Burst popytowy (event/pogoda)
2025-09-02;PLN-092;Lublin;Nabiał i jaja;Wieprzowina karkówka 1kg;1.2;148;Niedoszacowana prognoza popytu
2025-09-02;PLN-062;Poznań;Ryby i mrożonki;Kurczak filet 1kg;0.6;3;Niedoszacowana prognoza popytu
2025-09-02;PLN-013;Warszawa;Chemia i higiena;Mleko UHT 3.2% 1L;14.0;2058;Niedoszacowana prognoza popytu
2025-09-02;PLN-082;Łódź;Piwo i alkohol;Masło 200g;4.3;81;Awaria dostawcy
2025-09-02;PLN-082;Łódź;Mięso i wędliny;Jabłka 1kg;3.3;243;Brak na centralnym magazynie
2025-09-02;PLN-036;Kraków;Sucha żywność / kasze;Sok pomarańcz. 1L;0.8;8;Niedoszacowana prognoza popytu
2025-09-02;PLN-032;Kraków;Karma i akcesoria zwierzęce;Sok pomarańcz. 1L;8.5;566;Niedoszacowana prognoza popytu
2025-09-03;PLN-078;Łódź;Warzywa i owoce;Pomidory 1kg;1.9;20;Niedoszacowana prognoza popytu
2025-09-03;PLN-023;Warszawa;Nabiał i jaja;Wieprzowina karkówka 1kg;3.1;91;Opóźniona dostawa
2025-09-03;PLN-046;Wrocław;Warzywa i owoce;Masło 200g;2.1;73;Awaria dostawcy
2025-09-03;PLN-030;Kraków;Dziecko;Jabłka 1kg;2.7;106;Niedoszacowana prognoza popytu
2025-09-03;PLN-059;Poznań;Sucha żywność / kasze;Wieprzowina karkówka 1kg;2.6;32;Burst popytowy (event/pogoda)
2025-09-04;PLN-024;Warszawa;Pieczywo;Bagietka;1.9;19;Opóźniona dostawa
2025-09-04;PLN-095;Bydgoszcz;Ryby i mrożonki;Pieczywo razowe 400g;1.1;19;Błąd kierownika sklepu
2025-09-04;PLN-069;Poznań;Non-food / dom;Jajka L 10szt;4.6;164;Burst popytowy (event/pogoda)
2025-09-04;PLN-128;Nowy Sącz;Mięso i wędliny;Pieczywo razowe 400g;0.5;1;Opóźniona dostawa
2025-09-04;PLN-048;Wrocław;Ryby i mrożonki;Jabłka 1kg;1.5;59;Błąd kierownika sklepu
2025-09-05;PLN-072;Poznań;Napoje bezalkoholowe;Pieczywo razowe 400g;0.39;3;Opóźniona dostawa
2025-09-05;PLN-095;Bydgoszcz;Mięso i wędliny;Truskawki 500g;2.99;82;Niedoszacowana prognoza popytu
2025-09-05;PLN-050;Wrocław;Ryby i mrożonki;Pieczywo razowe 400g;24.31;122;Niedoszacowana prognoza popytu
2025-09-05;PLN-042;Wrocław;Ryby i mrożonki;Pieczywo razowe 400g;1.43;38;Brak na centralnym magazynie
2025-09-05;PLN-093;Lublin;Nabiał i jaja;Truskawki 500g;0.39;22;Opóźniona dostawa
2025-09-06;PLN-115;Płock;Słodycze i przekąski;Bagietka;21.06;9;Niedoszacowana prognoza popytu
2025-09-06;PLN-139;Radom;Mięso i wędliny;Mleko UHT 3.2% 1L;9.49;770;Niedoszacowana prognoza popytu
2025-09-06;PLN-099;Szczecin;Mięso i wędliny;Kurczak filet 1kg;1.3;129;Opóźniona dostawa
2025-09-06;PLN-016;Warszawa;Piwo i alkohol;Polędwica wołowa;0.52;73;Burst popytowy (event/pogoda)
2025-09-06;PLN-081;Łódź;Chemia i higiena;Kurczak filet 1kg;10.14;42;Niedoszacowana prognoza popytu
2025-09-08;PLN-104;Toruń;Lody i desery;Wieprzowina karkówka 1kg;2.6;22;Awaria dostawcy
2025-09-08;PLN-120;Konin;Mięso i wędliny;Masło 200g;1.1;13;Niedoszacowana prognoza popytu
2025-09-08;PLN-116;Płock;Non-food / dom;Truskawki 500g;1.2;37;Niedoszacowana prognoza popytu
2025-09-08;PLN-110;Opole;Warzywa i owoce;Kurczak filet 1kg;4.9;97;Niedoszacowana prognoza popytu
2025-09-08;PLN-029;Kraków;Warzywa i owoce;Kefir 400g;2.1;173;Opóźniona dostawa
2025-09-08;PLN-065;Poznań;Słodycze i przekąski;Kurczak filet 1kg;0.4;21;Niedoszacowana prognoza popytu
2025-09-08;PLN-014;Warszawa;Napoje bezalkoholowe;Masło 200g;2.2;29;Niedoszacowana prognoza popytu
2025-09-09;PLN-114;Kalisz;Nabiał i jaja;Łosoś świeży 200g;0.3;40;Błąd kierownika sklepu
2025-09-09;PLN-139;Radom;Nabiał i jaja;Mleko UHT 3.2% 1L;1.8;8;Opóźniona dostawa
2025-09-09;PLN-051;Wrocław;Non-food / dom;Twaróg 250g;9.1;79;Brak na centralnym magazynie
2025-09-10;PLN-057;Poznań;Słodycze i przekąski;Sok pomarańcz. 1L;3.8;52;Niedoszacowana prognoza popytu
2025-09-10;PLN-137;Jelenia Góra;Non-food / dom;Polędwica wołowa;16.7;2007;Niedoszacowana prognoza popytu
2025-09-10;PLN-040;Kraków;Mięso i wędliny;Kurczak filet 1kg;7.9;158;Opóźniona dostawa
2025-09-10;PLN-058;Poznań;Napoje bezalkoholowe;Masło 200g;8.8;115;Burst popytowy (event/pogoda)
2025-09-10;PLN-088;Gdańsk;Warzywa i owoce;Masło 200g;0.3;13;Niedoszacowana prognoza popytu
2025-09-10;PLN-040;Kraków;Mięso i wędliny;Twaróg 250g;1.8;23;Opóźniona dostawa
2025-09-10;PLN-072;Poznań;Piwo i alkohol;Łosoś świeży 200g;6.6;743;Niedoszacowana prognoza popytu
2025-09-11;PLN-102;Katowice;Piwo i alkohol;Pieczywo razowe 400g;5.0;175;Niedoszacowana prognoza popytu
2025-09-11;PLN-129;Nowy Sącz;Mięso i wędliny;Sok pomarańcz. 1L;2.6;299;Burst popytowy (event/pogoda)
2025-09-11;PLN-001;Warszawa;Napoje bezalkoholowe;Bagietka;7.2;9;Niedoszacowana prognoza popytu
2025-09-12;PLN-026;Kraków;Mięso i wędliny;Kefir 400g;14.43;1262;Niedoszacowana prognoza popytu
2025-09-12;PLN-106;Częstochowa;Karma i akcesoria zwierzęce;Pomidory 1kg;0.52;3;Opóźniona dostawa
2025-09-12;PLN-084;Gdańsk;Dziecko;Sok pomarańcz. 1L;0.78;40;Opóźniona dostawa
2025-09-12;PLN-095;Bydgoszcz;Mięso i wędliny;Truskawki 500g;6.11;67;Niedoszacowana prognoza popytu
2025-09-12;PLN-136;Jelenia Góra;Dziecko;Truskawki 500g;2.73;11;Burst popytowy (event/pogoda)
2025-09-12;PLN-100;Katowice;Nabiał i jaja;Pieczywo razowe 400g;8.450000000000001;197;Niedoszacowana prognoza popytu
2025-09-13;PLN-054;Wrocław;Non-food / dom;Łosoś świeży 200g;2.08;178;Niedoszacowana prognoza popytu
2025-09-13;PLN-050;Wrocław;Lody i desery;Masło 200g;2.21;2;Awaria dostawcy
2025-09-13;PLN-099;Szczecin;Napoje bezalkoholowe;Truskawki 500g;0.65;18;Niedoszacowana prognoza popytu
2025-09-13;PLN-044;Wrocław;Słodycze i przekąski;Masło 200g;4.55;89;Awaria dostawcy
2025-09-13;PLN-009;Warszawa;Chemia i higiena;Pieczywo razowe 400g;3.12;78;Opóźniona dostawa
2025-09-15;PLN-049;Wrocław;Non-food / dom;Łosoś świeży 200g;0.3;12;Niedoszacowana prognoza popytu
2025-09-15;PLN-111;Kalisz;Warzywa i owoce;Jajka L 10szt;1.5;49;Awaria dostawcy
2025-09-15;PLN-131;Legnica;Lody i desery;Polędwica wołowa;0.6;37;Brak na centralnym magazynie
2025-09-15;PLN-038;Kraków;Słodycze i przekąski;Twaróg 250g;9.5;121;Niedoszacowana prognoza popytu
2025-09-15;PLN-018;Warszawa;Mięso i wędliny;Jajka L 10szt;2.3;47;Niedoszacowana prognoza popytu
2025-09-15;PLN-019;Warszawa;Warzywa i owoce;Polędwica wołowa;10.4;88;Niedoszacowana prognoza popytu
2025-09-15;PLN-120;Konin;Piwo i alkohol;Masło 200g;5.7;467;Opóźniona dostawa
2025-09-16;PLN-103;Toruń;Lody i desery;Sok pomarańcz. 1L;2.9;6;Brak na centralnym magazynie
2025-09-16;PLN-069;Poznań;Pieczywo;Truskawki 500g;3.9;276;Niedoszacowana prognoza popytu
2025-09-16;PLN-006;Warszawa;Słodycze i przekąski;Twaróg 250g;4.3;8;Awaria dostawcy
2025-09-16;PLN-008;Warszawa;Słodycze i przekąski;Wieprzowina karkówka 1kg;1.5;7;Niedoszacowana prognoza popytu
2025-09-16;PLN-104;Toruń;Non-food / dom;Jabłka 1kg;0.7;15;Awaria dostawcy
2025-09-16;PLN-128;Nowy Sącz;Ryby i mrożonki;Twaróg 250g;0.5;6;Niedoszacowana prognoza popytu
2025-09-16;PLN-037;Kraków;Warzywa i owoce;Polędwica wołowa;3.4;771;Opóźniona dostawa
2025-09-16;PLN-116;Płock;Pieczywo;Mleko UHT 3.2% 1L;4.8;40;Awaria dostawcy
2025-09-16;PLN-002;Warszawa;Sucha żywność / kasze;Pomidory 1kg;0.3;3;Awaria dostawcy
2025-09-17;PLN-038;Kraków;Lody i desery;Bagietka;4.2;114;Opóźniona dostawa
2025-09-17;PLN-011;Warszawa;Warzywa i owoce;Pomidory 1kg;0.3;6;Niedoszacowana prognoza popytu
2025-09-17;PLN-035;Kraków;Piwo i alkohol;Wieprzowina karkówka 1kg;1.1;60;Burst popytowy (event/pogoda)
2025-09-17;PLN-005;Warszawa;Dziecko;Polędwica wołowa;4.7;117;Niedoszacowana prognoza popytu
2025-09-17;PLN-086;Gdańsk;Ryby i mrożonki;Kefir 400g;0.3;17;Brak na centralnym magazynie
2025-09-17;PLN-005;Warszawa;Warzywa i owoce;Jabłka 1kg;2.5;34;Burst popytowy (event/pogoda)
2025-09-17;PLN-077;Łódź;Ryby i mrożonki;Łosoś świeży 200g;6.7;197;Burst popytowy (event/pogoda)
2025-09-18;PLN-034;Kraków;Mięso i wędliny;Twaróg 250g;0.3;19;Burst popytowy (event/pogoda)
2025-09-18;PLN-041;Wrocław;Słodycze i przekąski;Twaróg 250g;1.1;21;Błąd kierownika sklepu
2025-09-18;PLN-006;Warszawa;Dziecko;Jabłka 1kg;0.3;3;Opóźniona dostawa
2025-09-18;PLN-097;Szczecin;Nabiał i jaja;Jabłka 1kg;2.4;401;Opóźniona dostawa
2025-09-18;PLN-130;Nowy Sącz;Pieczywo;Mleko UHT 3.2% 1L;2.4;11;Awaria dostawcy
2025-09-18;PLN-052;Wrocław;Sucha żywność / kasze;Kurczak filet 1kg;3.4;171;Niedoszacowana prognoza popytu
2025-09-18;PLN-112;Kalisz;Pieczywo;Jajka L 10szt;7.4;8;Brak na centralnym magazynie
2025-09-19;PLN-119;Gniezno;Słodycze i przekąski;Pieczywo razowe 400g;2.86;141;Burst popytowy (event/pogoda)
2025-09-19;PLN-029;Kraków;Mięso i wędliny;Truskawki 500g;1.95;249;Awaria dostawcy
2025-09-19;PLN-060;Poznań;Warzywa i owoce;Wieprzowina karkówka 1kg;5.33;238;Burst popytowy (event/pogoda)
2025-09-19;PLN-016;Warszawa;Napoje bezalkoholowe;Truskawki 500g;0.9099999999999999;3;Burst popytowy (event/pogoda)
2025-09-19;PLN-105;Toruń;Napoje bezalkoholowe;Twaróg 250g;0.52;33;Awaria dostawcy
2025-09-20;PLN-140;Radom;Karma i akcesoria zwierzęce;Truskawki 500g;1.04;57;Niedoszacowana prognoza popytu
2025-09-22;PLN-107;Częstochowa;Nabiał i jaja;Banany 1kg;0.3;1;Opóźniona dostawa
2025-09-22;PLN-025;Kraków;Mrożonki;Twaróg 250g;0.3;12;Niedoszacowana prognoza popytu
2025-09-22;PLN-034;Kraków;Mięso i wędliny;Jabłka 1kg;0.4;95;Brak na centralnym magazynie
2025-09-22;PLN-066;Poznań;Ryby i mrożonki;Twaróg 250g;2.8;27;Awaria dostawcy
2025-09-22;PLN-101;Katowice;Non-food / dom;Mleko UHT 3.2% 1L;0.6;54;Brak na centralnym magazynie
2025-09-22;PLN-055;Poznań;Dziecko;Jajka L 10szt;1.5;77;Burst popytowy (event/pogoda)
2025-09-23;PLN-011;Warszawa;Mrożonki;Truskawki 500g;11.9;630;Niedoszacowana prognoza popytu
2025-09-23;PLN-134;Wałbrzych;Warzywa i owoce;Wieprzowina karkówka 1kg;0.8;7;Brak na centralnym magazynie
2025-09-23;PLN-019;Warszawa;Nabiał i jaja;Bagietka;4.0;87;Burst popytowy (event/pogoda)
2025-09-23;PLN-043;Wrocław;Napoje bezalkoholowe;Kefir 400g;1.1;24;Opóźniona dostawa
2025-09-23;PLN-049;Wrocław;Nabiał i jaja;Jajka L 10szt;3.9;97;Burst popytowy (event/pogoda)
2025-09-23;PLN-125;Tarnów;Chemia i higiena;Polędwica wołowa;4.7;231;Błąd kierownika sklepu
2025-09-23;PLN-093;Lublin;Pieczywo;Polędwica wołowa;4.0;370;Niedoszacowana prognoza popytu
