Tydzień;Data początku tygodnia;SKU;Grupa;Cena PLON (PLN);Cena Biedronka (PLN);Cena Lidl (PLN);Cena Żabka (PLN);Cena Carrefour (PLN)
2025-W40;2025-10-06;Karma Pedigree 1.2kg;Zwierzęta;12.26;11.47;11.69;14.42;12.18
2025-W41;2025-10-13;Mleko UHT 3.2% 1L;Nabiał;4.59;4.62;4.31;4.87;4.52
2025-W41;2025-10-13;Chleb wiejski 500g;Pieczywo;7.3;7.05;7.17;7.94;7.6
2025-W41;2025-10-13;Jajka L 10szt;Nabiał;9.93;9.48;9.27;10.07;10.63
2025-W41;2025-10-13;Masło ekstra 200g;Nabiał;9.28;8.65;8.52;9.49;9.74
2025-W41;2025-10-13;Banany 1kg;Owoce;5.74;5.4;5.24;6.02;5.69
2025-W41;2025-10-13;Pomidory 1kg;Warzywa;10.26;9.46;9.84;11.3;10.49
2025-W41;2025-10-13;Jabłka Ligol 1kg;Owoce;4.57;4.19;4.17;5.07;4.58
2025-W41;2025-10-13;Kurczak filet 1kg;Mięso;25.61;25.99;25.88;29.31;25.33
2025-W41;2025-10-13;Mielone wieprz. 500g;Mięso;15.13;14.36;14.22;16.21;15.74
2025-W41;2025-10-13;Karkówka 1kg;Mięso;27.72;25.72;27.15;29.28;28.81
2025-W41;2025-10-13;Coca-Cola 2L;Napoje;8.88;8.52;8.38;9.74;8.72
2025-W41;2025-10-13;Pepsi 2L;Napoje;8.31;8.26;7.68;9.04;8.55
2025-W41;2025-10-13;Woda Żywiec 1.5L;Napoje;2.59;2.46;2.56;2.93;2.59
2025-W41;2025-10-13;Piwo Tyskie 0.5L;Alkohol;4.21;3.82;4.0;4.62;4.36
2025-W41;2025-10-13;Piwo Lech 0.5L;Alkohol;3.82;3.57;3.51;4.21;3.84
2025-W41;2025-10-13;Wódka Wyborowa 0.5L;Alkohol;32.86;32.82;32.67;33.72;33.52
2025-W41;2025-10-13;Kawa Jacobs 250g;Suche;19.84;18.88;17.39;20.09;19.74
2025-W41;2025-10-13;Cukier biały 1kg;Suche;4.64;4.44;4.41;5.25;4.63
2025-W41;2025-10-13;Mąka pszenna 1kg;Suche;3.39;3.19;3.22;3.73;3.43
2025-W41;2025-10-13;Ryż biały 1kg;Suche;7.24;7.1;7.03;8.2;7.5
2025-W41;2025-10-13;Makaron Lubella 500g;Suche;4.63;4.56;4.46;5.07;4.69
2025-W41;2025-10-13;Olej rzepakowy 1L;Suche;9.26;8.62;8.72;10.42;9.86
2025-W41;2025-10-13;Płatki Nestle 250g;Suche;10.59;10.1;9.85;12.1;10.74
2025-W41;2025-10-13;Czekolada Wedel 100g;Słodycze;5.69;5.63;5.31;6.26;5.58
2025-W41;2025-10-13;Lody Magnum 4-pack;Lody;15.94;15.18;14.67;17.68;17.15
2025-W41;2025-10-13;Pampers 4 26szt;Dziecko;51.12;49.03;48.18;56.45;50.06
2025-W41;2025-10-13;Papier toaletowy 8r;Chemia;15.37;14.46;14.57;16.78;16.82
2025-W41;2025-10-13;Proszek Persil 5kg;Chemia;53.3;49.98;50.03;57.62;53.22
2025-W41;2025-10-13;Karma Whiskas 400g;Zwierzęta;5.68;5.77;5.36;6.06;5.54
2025-W41;2025-10-13;Karma Pedigree 1.2kg;Zwierzęta;12.47;11.97;12.0;14.35;12.76
2025-W42;2025-10-20;Mleko UHT 3.2% 1L;Nabiał;4.55;4.31;4.26;4.89;4.78
2025-W42;2025-10-20;Chleb wiejski 500g;Pieczywo;7.42;7.08;7.03;8.07;7.74
2025-W42;2025-10-20;Jajka L 10szt;Nabiał;9.8;9.37;8.94;10.73;10.14
2025-W42;2025-10-20;Masło ekstra 200g;Nabiał;9.21;8.93;8.98;10.06;9.34
2025-W42;2025-10-20;Banany 1kg;Owoce;5.66;5.15;5.58;6.52;5.75
2025-W42;2025-10-20;Pomidory 1kg;Warzywa;10.41;9.88;10.04;10.92;10.67
2025-W42;2025-10-20;Jabłka Ligol 1kg;Owoce;4.49;4.35;4.21;4.99;4.5
2025-W42;2025-10-20;Kurczak filet 1kg;Mięso;26.22;25.81;25.38;29.94;26.74
2025-W42;2025-10-20;Mielone wieprz. 500g;Mięso;15.34;15.18;14.63;16.36;15.62
2025-W42;2025-10-20;Karkówka 1kg;Mięso;27.45;27.09;26.57;30.13;28.08
2025-W42;2025-10-20;Coca-Cola 2L;Napoje;8.85;8.18;8.19;10.02;9.03
2025-W42;2025-10-20;Pepsi 2L;Napoje;8.1;7.89;8.11;8.37;8.19
2025-W42;2025-10-20;Woda Żywiec 1.5L;Napoje;2.54;2.44;2.35;2.6;2.58
2025-W42;2025-10-20;Piwo Tyskie 0.5L;Alkohol;4.19;4.14;4.14;4.44;4.31
2025-W42;2025-10-20;Piwo Lech 0.5L;Alkohol;3.94;3.79;3.62;4.1;3.97
2025-W42;2025-10-20;Wódka Wyborowa 0.5L;Alkohol;33.06;33.31;31.37;34.22;35.79
2025-W42;2025-10-20;Kawa Jacobs 250g;Suche;20.02;19.98;18.39;21.71;20.05
2025-W42;2025-10-20;Cukier biały 1kg;Suche;4.68;4.57;4.46;4.96;4.88
2025-W42;2025-10-20;Mąka pszenna 1kg;Suche;3.38;3.28;3.15;3.94;3.41
2025-W42;2025-10-20;Ryż biały 1kg;Suche;7.04;7.01;6.82;7.81;7.38
2025-W42;2025-10-20;Makaron Lubella 500g;Suche;4.61;4.44;4.42;4.97;4.75
2025-W42;2025-10-20;Olej rzepakowy 1L;Suche;9.3;9.2;8.65;9.97;9.42
2025-W42;2025-10-20;Płatki Nestle 250g;Suche;10.17;10.35;9.61;11.25;9.87
2025-W42;2025-10-20;Czekolada Wedel 100g;Słodycze;5.68;5.24;5.33;6.3;5.88
2025-W42;2025-10-20;Lody Magnum 4-pack;Lody;15.22;15.03;13.77;15.74;15.0
2025-W42;2025-10-20;Pampers 4 26szt;Dziecko;51.53;48.87;50.73;51.81;53.75
2025-W42;2025-10-20;Papier toaletowy 8r;Chemia;15.16;14.59;13.97;17.82;15.53
2025-W42;2025-10-20;Proszek Persil 5kg;Chemia;51.44;49.14;47.68;51.9;53.08
2025-W42;2025-10-20;Karma Whiskas 400g;Zwierzęta;5.67;5.35;5.57;5.88;5.97
2025-W42;2025-10-20;Karma Pedigree 1.2kg;Zwierzęta;12.3;11.49;11.8;13.16;12.03
2025-W43;2025-10-27;Mleko UHT 3.2% 1L;Nabiał;4.58;4.3;4.53;5.2;4.65
2025-W43;2025-10-27;Chleb wiejski 500g;Pieczywo;7.37;6.88;6.54;7.85;7.37
2025-W43;2025-10-27;Jajka L 10szt;Nabiał;9.69;9.24;9.14;11.06;9.7
2025-W43;2025-10-27;Masło ekstra 200g;Nabiał;9.15;8.85;8.82;10.31;9.69
2025-W43;2025-10-27;Banany 1kg;Owoce;5.64;5.42;5.31;6.5;5.83
2025-W43;2025-10-27;Pomidory 1kg;Warzywa;10.02;9.32;9.1;11.65;10.41
2025-W43;2025-10-27;Jabłka Ligol 1kg;Owoce;4.42;4.29;4.05;5.06;4.6
2025-W43;2025-10-27;Kurczak filet 1kg;Mięso;25.18;23.12;24.26;28.86;25.98
2025-W43;2025-10-27;Mielone wieprz. 500g;Mięso;15.46;14.69;14.37;16.88;15.91
2025-W43;2025-10-27;Karkówka 1kg;Mięso;28.21;27.86;26.93;29.56;29.76
2025-W43;2025-10-27;Coca-Cola 2L;Napoje;8.63;8.26;8.19;9.31;8.99
2025-W43;2025-10-27;Pepsi 2L;Napoje;8.21;7.93;8.01;9.19;7.8
2025-W43;2025-10-27;Woda Żywiec 1.5L;Napoje;2.55;2.49;2.47;3.1;2.71
2025-W43;2025-10-27;Piwo Tyskie 0.5L;Alkohol;4.28;4.07;3.89;4.95;4.45
2025-W43;2025-10-27;Piwo Lech 0.5L;Alkohol;3.85;3.64;3.74;4.05;4.04
2025-W43;2025-10-27;Wódka Wyborowa 0.5L;Alkohol;33.99;32.54;31.88;38.56;35.28
2025-W43;2025-10-27;Kawa Jacobs 250g;Suche;19.8;19.01;19.56;23.31;19.63
2025-W43;2025-10-27;Cukier biały 1kg;Suche;4.62;4.47;4.55;5.39;4.47
2025-W43;2025-10-27;Mąka pszenna 1kg;Suche;3.41;3.22;3.03;3.58;3.38
2025-W43;2025-10-27;Ryż biały 1kg;Suche;7.24;6.88;7.09;7.55;7.54
2025-W43;2025-10-27;Makaron Lubella 500g;Suche;4.68;4.71;4.27;5.47;4.81
2025-W43;2025-10-27;Olej rzepakowy 1L;Suche;9.56;9.23;8.78;11.18;10.31
2025-W43;2025-10-27;Płatki Nestle 250g;Suche;10.19;9.62;9.86;11.12;9.96
2025-W43;2025-10-27;Czekolada Wedel 100g;Słodycze;5.7;5.32;5.23;6.29;6.03
2025-W43;2025-10-27;Lody Magnum 4-pack;Lody;15.63;14.89;15.1;16.71;15.74
2025-W43;2025-10-27;Pampers 4 26szt;Dziecko;50.73;48.55;47.92;56.43;50.9
2025-W43;2025-10-27;Papier toaletowy 8r;Chemia;15.02;14.57;13.86;16.56;15.55
2025-W43;2025-10-27;Proszek Persil 5kg;Chemia;52.16;49.55;46.64;56.31;50.59
2025-W43;2025-10-27;Karma Whiskas 400g;Zwierzęta;5.7;5.57;5.28;6.25;5.69
2025-W43;2025-10-27;Karma Pedigree 1.2kg;Zwierzęta;12.15;11.69;11.8;13.54;12.35
2025-W44;2025-11-03;Mleko UHT 3.2% 1L;Nabiał;4.58;4.26;4.28;4.8;4.63
2025-W44;2025-11-03;Chleb wiejski 500g;Pieczywo;7.24;7.06;6.79;7.87;7.47
2025-W44;2025-11-03;Jajka L 10szt;Nabiał;9.83;9.55;9.85;11.02;9.86
2025-W44;2025-11-03;Masło ekstra 200g;Nabiał;9.44;9.59;8.92;10.5;9.96
2025-W44;2025-11-03;Banany 1kg;Owoce;5.63;5.18;5.3;6.01;5.68
2025-W44;2025-11-03;Pomidory 1kg;Warzywa;10.03;9.19;9.22;10.27;9.97
2025-W44;2025-11-03;Jabłka Ligol 1kg;Owoce;4.48;4.29;4.09;5.04;4.42
2025-W44;2025-11-03;Kurczak filet 1kg;Mięso;25.53;24.64;24.58;27.47;25.85
2025-W44;2025-11-03;Mielone wieprz. 500g;Mięso;15.41;14.3;13.96;16.9;15.54
2025-W44;2025-11-03;Karkówka 1kg;Mięso;27.74;27.29;26.4;29.62;29.21
2025-W44;2025-11-03;Coca-Cola 2L;Napoje;8.68;8.04;8.74;9.68;8.64
2025-W44;2025-11-03;Pepsi 2L;Napoje;8.19;7.42;8.02;8.94;8.46
2025-W44;2025-11-03;Woda Żywiec 1.5L;Napoje;2.57;2.37;2.58;2.82;2.57
2025-W44;2025-11-03;Piwo Tyskie 0.5L;Alkohol;4.16;4.12;3.96;4.42;4.18
2025-W44;2025-11-03;Piwo Lech 0.5L;Alkohol;3.9;3.89;3.91;4.59;4.0
2025-W44;2025-11-03;Wódka Wyborowa 0.5L;Alkohol;33.39;31.81;30.83;37.1;33.15
2025-W44;2025-11-03;Kawa Jacobs 250g;Suche;19.36;18.78;18.71;20.43;19.5
2025-W44;2025-11-03;Cukier biały 1kg;Suche;4.63;4.49;4.17;5.17;4.7
2025-W44;2025-11-03;Mąka pszenna 1kg;Suche;3.41;3.16;3.12;3.75;3.45
2025-W44;2025-11-03;Ryż biały 1kg;Suche;7.16;6.9;7.05;7.76;7.05
2025-W44;2025-11-03;Makaron Lubella 500g;Suche;4.66;4.49;4.66;5.07;4.69
2025-W44;2025-11-03;Olej rzepakowy 1L;Suche;9.36;9.43;8.96;10.11;9.49
2025-W44;2025-11-03;Płatki Nestle 250g;Suche;10.47;9.79;10.23;11.4;10.56
2025-W44;2025-11-03;Czekolada Wedel 100g;Słodycze;5.74;5.59;5.73;6.18;6.07
2025-W44;2025-11-03;Lody Magnum 4-pack;Lody;15.4;15.07;14.57;16.02;15.93
2025-W44;2025-11-03;Pampers 4 26szt;Dziecko;51.81;47.58;48.15;58.85;50.77
2025-W44;2025-11-03;Papier toaletowy 8r;Chemia;15.94;15.55;15.52;17.4;16.13
2025-W44;2025-11-03;Proszek Persil 5kg;Chemia;51.95;50.11;49.64;58.1;52.58
2025-W44;2025-11-03;Karma Whiskas 400g;Zwierzęta;5.64;5.42;5.4;5.81;5.81
2025-W44;2025-11-03;Karma Pedigree 1.2kg;Zwierzęta;12.29;11.45;11.09;13.26;12.69
2025-W45;2025-11-10;Mleko UHT 3.2% 1L;Nabiał;4.66;4.38;4.36;5.1;4.89
2025-W45;2025-11-10;Chleb wiejski 500g;Pieczywo;7.16;6.84;6.81;7.89;7.19
2025-W45;2025-11-10;Jajka L 10szt;Nabiał;9.89;9.2;9.97;10.81;10.35
2025-W45;2025-11-10;Masło ekstra 200g;Nabiał;9.12;8.12;9.32;9.64;9.32
2025-W45;2025-11-10;Banany 1kg;Owoce;5.69;5.53;5.43;6.39;5.75
2025-W45;2025-11-10;Pomidory 1kg;Warzywa;10.25;9.99;9.99;11.51;10.42
2025-W45;2025-11-10;Jabłka Ligol 1kg;Owoce;4.44;4.38;4.17;5.21;4.57
2025-W45;2025-11-10;Kurczak filet 1kg;Mięso;25.91;24.62;24.23;28.43;26.45
2025-W45;2025-11-10;Mielone wieprz. 500g;Mięso;15.6;15.21;15.01;18.24;14.83
2025-W45;2025-11-10;Karkówka 1kg;Mięso;28.54;27.61;25.95;30.56;29.44
2025-W45;2025-11-10;Coca-Cola 2L;Napoje;8.94;8.55;8.55;10.05;9.33
2025-W45;2025-11-10;Pepsi 2L;Napoje;8.18;8.24;8.13;9.18;8.34
2025-W45;2025-11-10;Woda Żywiec 1.5L;Napoje;2.55;2.41;2.32;2.91;2.59
2025-W45;2025-11-10;Piwo Tyskie 0.5L;Alkohol;4.06;3.84;3.71;4.31;4.21
2025-W45;2025-11-10;Piwo Lech 0.5L;Alkohol;3.92;3.76;3.62;4.14;4.09
2025-W45;2025-11-10;Wódka Wyborowa 0.5L;Alkohol;34.48;34.8;34.11;37.4;35.65
2025-W45;2025-11-10;Kawa Jacobs 250g;Suche;19.87;18.55;19.21;21.01;19.88
2025-W45;2025-11-10;Cukier biały 1kg;Suche;4.71;4.26;4.53;5.15;4.78
2025-W45;2025-11-10;Mąka pszenna 1kg;Suche;3.39;3.28;3.21;3.69;3.27
2025-W45;2025-11-10;Ryż biały 1kg;Suche;7.22;6.96;6.84;7.87;7.65
2025-W45;2025-11-10;Makaron Lubella 500g;Suche;4.58;4.27;4.39;5.41;4.68
2025-W45;2025-11-10;Olej rzepakowy 1L;Suche;9.24;8.9;9.17;10.03;9.81
2025-W45;2025-11-10;Płatki Nestle 250g;Suche;10.4;10.16;10.1;10.94;10.74
2025-W45;2025-11-10;Czekolada Wedel 100g;Słodycze;5.75;5.59;5.36;6.07;5.87
2025-W45;2025-11-10;Lody Magnum 4-pack;Lody;15.55;15.03;15.34;17.33;16.35
2025-W45;2025-11-10;Pampers 4 26szt;Dziecko;52.43;48.73;51.22;59.33;53.11
2025-W45;2025-11-10;Papier toaletowy 8r;Chemia;15.41;15.48;14.58;16.4;16.1
2025-W45;2025-11-10;Proszek Persil 5kg;Chemia;50.96;49.56;49.02;52.76;50.02
2025-W45;2025-11-10;Karma Whiskas 400g;Zwierzęta;5.6;5.3;5.43;5.97;5.54
2025-W45;2025-11-10;Karma Pedigree 1.2kg;Zwierzęta;12.57;12.19;11.73;14.25;13.76
2025-W46;2025-11-17;Mleko UHT 3.2% 1L;Nabiał;4.63;4.32;4.39;4.9;4.82
2025-W46;2025-11-17;Chleb wiejski 500g;Pieczywo;7.23;7.04;7.02;7.79;7.61
2025-W46;2025-11-17;Jajka L 10szt;Nabiał;9.85;9.2;9.4;10.85;9.82
2025-W46;2025-11-17;Masło ekstra 200g;Nabiał;9.05;9.43;8.59;9.93;9.53
2025-W46;2025-11-17;Banany 1kg;Owoce;5.7;5.43;5.65;6.46;5.89
2025-W46;2025-11-17;Pomidory 1kg;Warzywa;10.52;9.69;9.47;11.77;10.72
2025-W46;2025-11-17;Jabłka Ligol 1kg;Owoce;4.52;4.53;4.04;4.63;4.53
2025-W46;2025-11-17;Kurczak filet 1kg;Mięso;26.22;24.75;23.32;29.67;27.22
2025-W46;2025-11-17;Mielone wieprz. 500g;Mięso;15.83;15.83;14.95;17.23;16.68
2025-W46;2025-11-17;Karkówka 1kg;Mięso;27.75;26.0;24.48;30.15;27.22
2025-W46;2025-11-17;Coca-Cola 2L;Napoje;8.83;8.53;7.8;9.99;9.08
2025-W46;2025-11-17;Pepsi 2L;Napoje;8.29;8.19;7.98;9.52;8.13
2025-W46;2025-11-17;Woda Żywiec 1.5L;Napoje;2.57;2.39;2.51;2.85;2.6
2025-W46;2025-11-17;Piwo Tyskie 0.5L;Alkohol;4.02;3.92;3.7;4.24;4.3
2025-W46;2025-11-17;Piwo Lech 0.5L;Alkohol;3.88;3.56;3.6;4.22;3.72
2025-W46;2025-11-17;Wódka Wyborowa 0.5L;Alkohol;33.65;32.63;31.27;34.73;33.64
2025-W46;2025-11-17;Kawa Jacobs 250g;Suche;19.92;18.8;19.37;21.44;20.12
2025-W46;2025-11-17;Cukier biały 1kg;Suche;4.55;4.36;4.14;5.0;4.44
2025-W46;2025-11-17;Mąka pszenna 1kg;Suche;3.38;3.13;3.35;3.49;3.63
2025-W46;2025-11-17;Ryż biały 1kg;Suche;7.28;7.22;6.83;8.08;7.5
2025-W46;2025-11-17;Makaron Lubella 500g;Suche;4.5;3.98;4.25;5.23;4.88
2025-W46;2025-11-17;Olej rzepakowy 1L;Suche;9.37;8.73;8.9;10.85;9.67
2025-W46;2025-11-17;Płatki Nestle 250g;Suche;10.34;9.6;9.74;12.07;10.49
2025-W46;2025-11-17;Czekolada Wedel 100g;Słodycze;5.59;5.14;5.08;6.11;5.74
2025-W46;2025-11-17;Lody Magnum 4-pack;Lody;16.05;15.88;16.08;17.92;15.62
2025-W46;2025-11-17;Pampers 4 26szt;Dziecko;50.75;50.85;46.94;56.24;52.45
2025-W46;2025-11-17;Papier toaletowy 8r;Chemia;15.59;13.74;13.7;17.01;15.81
2025-W46;2025-11-17;Proszek Persil 5kg;Chemia;50.88;47.21;47.36;59.96;52.73
2025-W46;2025-11-17;Karma Whiskas 400g;Zwierzęta;5.61;5.41;5.28;5.94;6.04
2025-W46;2025-11-17;Karma Pedigree 1.2kg;Zwierzęta;12.48;12.34;11.87;13.69;13.47
2025-W47;2025-11-24;Mleko UHT 3.2% 1L;Nabiał;4.68;4.64;4.47;5.2;4.98
2025-W47;2025-11-24;Chleb wiejski 500g;Pieczywo;7.21;6.88;6.95;7.83;7.6
2025-W47;2025-11-24;Jajka L 10szt;Nabiał;9.88;9.23;9.35;10.8;10.22
2025-W47;2025-11-24;Masło ekstra 200g;Nabiał;8.95;8.13;8.56;9.43;9.16
2025-W47;2025-11-24;Banany 1kg;Owoce;5.49;5.11;5.02;5.98;5.75
2025-W47;2025-11-24;Pomidory 1kg;Warzywa;10.38;9.98;9.94;11.35;11.12
2025-W47;2025-11-24;Jabłka Ligol 1kg;Owoce;4.43;4.08;4.06;4.63;4.34
2025-W47;2025-11-24;Kurczak filet 1kg;Mięso;26.73;26.43;23.71;30.51;28.55
2025-W47;2025-11-24;Mielone wieprz. 500g;Mięso;15.09;15.6;13.8;16.49;14.68
2025-W47;2025-11-24;Karkówka 1kg;Mięso;28.42;25.41;26.9;31.23;28.59
2025-W47;2025-11-24;Coca-Cola 2L;Napoje;8.94;8.57;8.49;9.37;9.14
2025-W47;2025-11-24;Pepsi 2L;Napoje;8.07;7.48;7.28;8.81;8.09
2025-W47;2025-11-24;Woda Żywiec 1.5L;Napoje;2.58;2.44;2.34;2.77;2.71
2025-W47;2025-11-24;Piwo Tyskie 0.5L;Alkohol;4.17;4.03;3.95;4.46;4.24
2025-W47;2025-11-24;Piwo Lech 0.5L;Alkohol;3.89;3.6;3.59;4.11;3.85
2025-W47;2025-11-24;Wódka Wyborowa 0.5L;Alkohol;34.5;32.22;33.29;36.9;36.42
2025-W47;2025-11-24;Kawa Jacobs 250g;Suche;19.94;19.49;18.99;21.98;20.77
2025-W47;2025-11-24;Cukier biały 1kg;Suche;4.62;4.3;4.33;5.1;4.34
2025-W47;2025-11-24;Mąka pszenna 1kg;Suche;3.41;3.16;3.25;3.85;3.45
2025-W47;2025-11-24;Ryż biały 1kg;Suche;7.2;7.11;6.37;7.24;7.34
2025-W47;2025-11-24;Makaron Lubella 500g;Suche;4.6;4.54;4.19;5.27;4.96
2025-W47;2025-11-24;Olej rzepakowy 1L;Suche;9.31;8.81;8.83;10.13;9.46
2025-W47;2025-11-24;Płatki Nestle 250g;Suche;10.29;9.52;9.63;11.83;10.65
2025-W47;2025-11-24;Czekolada Wedel 100g;Słodycze;5.58;5.12;5.57;6.01;5.54
2025-W47;2025-11-24;Lody Magnum 4-pack;Lody;15.32;15.17;14.19;17.42;15.56
2025-W47;2025-11-24;Pampers 4 26szt;Dziecko;50.71;50.3;47.47;56.61;52.65
2025-W47;2025-11-24;Papier toaletowy 8r;Chemia;15.68;15.13;15.12;18.37;16.25
2025-W47;2025-11-24;Proszek Persil 5kg;Chemia;53.31;52.63;49.39;59.99;58.74
2025-W47;2025-11-24;Karma Whiskas 400g;Zwierzęta;5.72;5.36;5.65;5.81;5.86
2025-W47;2025-11-24;Karma Pedigree 1.2kg;Zwierzęta;12.51;11.31;12.65;14.62;13.26
2025-W48;2025-12-01;Mleko UHT 3.2% 1L;Nabiał;4.59;4.66;4.63;4.93;4.85
2025-W48;2025-12-01;Chleb wiejski 500g;Pieczywo;7.3;6.77;7.19;7.28;7.42
2025-W48;2025-12-01;Jajka L 10szt;Nabiał;9.72;9.46;9.05;11.68;10.02
2025-W48;2025-12-01;Masło ekstra 200g;Nabiał;9.08;9.05;9.11;10.38;9.01
2025-W48;2025-12-01;Banany 1kg;Owoce;5.7;5.47;5.37;6.4;5.82
2025-W48;2025-12-01;Pomidory 1kg;Warzywa;10.51;10.3;9.66;10.8;10.58
2025-W48;2025-12-01;Jabłka Ligol 1kg;Owoce;4.35;4.28;4.15;4.67;4.49
2025-W48;2025-12-01;Kurczak filet 1kg;Mięso;26.55;24.74;24.53;31.67;27.45
2025-W48;2025-12-01;Mielone wieprz. 500g;Mięso;15.83;15.35;15.24;18.15;17.46
2025-W48;2025-12-01;Karkówka 1kg;Mięso;28.17;26.44;27.29;30.39;28.42
2025-W48;2025-12-01;Coca-Cola 2L;Napoje;8.74;7.83;8.44;10.07;8.66
2025-W48;2025-12-01;Pepsi 2L;Napoje;8.32;8.21;8.17;9.25;8.77
2025-W48;2025-12-01;Woda Żywiec 1.5L;Napoje;2.58;2.35;2.47;2.92;2.62
2025-W48;2025-12-01;Piwo Tyskie 0.5L;Alkohol;4.27;4.01;4.07;4.63;4.31
2025-W48;2025-12-01;Piwo Lech 0.5L;Alkohol;3.99;3.7;3.66;4.28;4.07
2025-W48;2025-12-01;Wódka Wyborowa 0.5L;Alkohol;33.33;31.66;30.37;36.21;33.8
2025-W48;2025-12-01;Kawa Jacobs 250g;Suche;20.1;19.25;19.87;21.87;19.88
2025-W48;2025-12-01;Cukier biały 1kg;Suche;4.63;4.39;4.42;5.25;4.8
2025-W48;2025-12-01;Mąka pszenna 1kg;Suche;3.44;3.32;3.06;3.75;3.69
2025-W48;2025-12-01;Ryż biały 1kg;Suche;7.29;6.89;6.82;8.11;7.24
2025-W48;2025-12-01;Makaron Lubella 500g;Suche;4.69;4.31;4.36;5.17;4.84
2025-W48;2025-12-01;Olej rzepakowy 1L;Suche;9.35;9.17;9.11;10.64;9.64
2025-W48;2025-12-01;Płatki Nestle 250g;Suche;10.36;9.86;9.51;11.43;10.5
2025-W48;2025-12-01;Czekolada Wedel 100g;Słodycze;5.53;5.28;5.07;5.58;5.73
2025-W48;2025-12-01;Lody Magnum 4-pack;Lody;15.91;14.38;15.02;17.81;16.53
2025-W48;2025-12-01;Pampers 4 26szt;Dziecko;53.43;51.19;51.5;57.91;54.25
2025-W48;2025-12-01;Papier toaletowy 8r;Chemia;15.86;14.83;15.19;17.69;16.68
2025-W48;2025-12-01;Proszek Persil 5kg;Chemia;51.65;50.77;49.28;54.92;52.94
2025-W48;2025-12-01;Karma Whiskas 400g;Zwierzęta;5.58;5.42;5.01;6.26;5.79
2025-W48;2025-12-01;Karma Pedigree 1.2kg;Zwierzęta;12.44;11.63;12.42;13.43;12.12
2025-W49;2025-12-08;Mleko UHT 3.2% 1L;Nabiał;4.67;4.64;4.22;5.31;4.72
2025-W49;2025-12-08;Chleb wiejski 500g;Pieczywo;7.28;6.93;6.93;7.62;7.51
2025-W49;2025-12-08;Jajka L 10szt;Nabiał;9.88;9.54;9.53;11.08;10.26
2025-W49;2025-12-08;Masło ekstra 200g;Nabiał;9.36;8.98;9.17;10.54;9.88
2025-W49;2025-12-08;Banany 1kg;Owoce;5.63;5.55;5.42;6.21;5.7
2025-W49;2025-12-08;Pomidory 1kg;Warzywa;10.12;9.86;10.05;12.03;10.26
2025-W49;2025-12-08;Jabłka Ligol 1kg;Owoce;4.43;4.29;4.21;4.86;4.33
2025-W49;2025-12-08;Kurczak filet 1kg;Mięso;25.95;25.65;23.47;27.38;25.69
2025-W49;2025-12-08;Mielone wieprz. 500g;Mięso;15.55;15.43;14.33;17.2;16.41
2025-W49;2025-12-08;Karkówka 1kg;Mięso;27.82;27.43;26.21;30.94;27.13
2025-W49;2025-12-08;Coca-Cola 2L;Napoje;8.85;8.34;8.18;9.77;8.89
2025-W49;2025-12-08;Pepsi 2L;Napoje;8.29;8.36;8.19;9.18;8.43
2025-W49;2025-12-08;Woda Żywiec 1.5L;Napoje;2.59;2.54;2.62;2.78;2.62
2025-W49;2025-12-08;Piwo Tyskie 0.5L;Alkohol;4.04;3.98;3.93;4.51;4.14
2025-W49;2025-12-08;Piwo Lech 0.5L;Alkohol;3.94;3.86;3.83;4.33;4.03
2025-W49;2025-12-08;Wódka Wyborowa 0.5L;Alkohol;34.91;32.71;32.59;39.2;34.23
2025-W49;2025-12-08;Kawa Jacobs 250g;Suche;20.54;20.89;19.33;23.1;21.01
2025-W49;2025-12-08;Cukier biały 1kg;Suche;4.75;4.47;4.5;5.27;4.76
2025-W49;2025-12-08;Mąka pszenna 1kg;Suche;3.4;3.28;3.28;3.8;3.59
2025-W49;2025-12-08;Ryż biały 1kg;Suche;7.25;6.86;7.04;7.84;7.4
2025-W49;2025-12-08;Makaron Lubella 500g;Suche;4.54;4.66;4.31;4.83;4.56
2025-W49;2025-12-08;Olej rzepakowy 1L;Suche;9.21;8.6;8.75;9.88;9.49
2025-W49;2025-12-08;Płatki Nestle 250g;Suche;10.77;9.91;10.23;12.09;11.08
2025-W49;2025-12-08;Czekolada Wedel 100g;Słodycze;5.84;5.47;5.61;6.64;5.76
2025-W49;2025-12-08;Lody Magnum 4-pack;Lody;15.07;14.53;14.72;16.17;14.79
2025-W49;2025-12-08;Pampers 4 26szt;Dziecko;51.7;49.47;48.86;58.12;51.91
2025-W49;2025-12-08;Papier toaletowy 8r;Chemia;15.88;15.88;14.64;18.0;16.18
2025-W49;2025-12-08;Proszek Persil 5kg;Chemia;51.07;51.0;48.53;57.61;50.66
2025-W49;2025-12-08;Karma Whiskas 400g;Zwierzęta;5.67;5.4;5.31;6.4;6.23
2025-W49;2025-12-08;Karma Pedigree 1.2kg;Zwierzęta;12.5;12.08;11.97;14.15;12.39
2025-W50;2025-12-15;Mleko UHT 3.2% 1L;Nabiał;4.62;4.48;4.38;5.1;4.81
2025-W50;2025-12-15;Chleb wiejski 500g;Pieczywo;7.25;7.2;7.2;7.91;7.6
2025-W50;2025-12-15;Jajka L 10szt;Nabiał;9.85;9.1;9.58;9.97;10.16
2025-W50;2025-12-15;Masło ekstra 200g;Nabiał;9.33;8.55;9.08;9.55;9.46
