Data;ID sklepu;Miasto;Kategoria;SKU;Wartość waste (PLN);Powód
2025-11-04;PLN-024;Warszawa;Warzywa i owoce;Awokado;246.64;Przeterminowanie (nie udało się sprzedać)
2025-11-04;PLN-061;Poznań;Nabiał i jaja;Mleko świeże;189.94;Przeterminowanie (nie udało się sprzedać)
2025-11-04;PLN-035;Kraków;Pieczywo;Chleb wiejski;73.05;Przeterminowanie (nie udało się sprzedać)
2025-11-04;PLN-070;Poznań;Mięso i wędliny;Boczek;44.38;Przeterminowanie (nie udało się sprzedać)
2025-11-04;PLN-045;Wrocław;Mięso i wędliny;Kurczak filet;89.52;Błąd zatowarowania (nadmiar)
2025-11-04;PLN-136;Jelenia Góra;Mięso i wędliny;Karkówka;13.93;Przeterminowanie (nie udało się sprzedać)
2025-11-04;PLN-126;Tarnów;Ryby i mrożonki;Łosoś świeży;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-05;PLN-053;Wrocław;Pieczywo;Tort biszkoptowy;93.72;Uszkodzenie mechaniczne
2025-11-05;PLN-087;Gdańsk;Pieczywo;Tort biszkoptowy;25.24;Łańcuch chłodniczy — błąd
2025-11-05;PLN-046;Wrocław;Mięso i wędliny;Kurczak filet;5.55;Błąd zatowarowania (nadmiar)
2025-11-05;PLN-134;Wałbrzych;Nabiał i jaja;Śmietana;117.68;Przeterminowanie (nie udało się sprzedać)
2025-11-05;PLN-088;Gdańsk;Ryby i mrożonki;Krewetki świeże;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-05;PLN-032;Kraków;Nabiał i jaja;Jogurt naturalny;37.52;Przeterminowanie (nie udało się sprzedać)
2025-11-06;PLN-108;Częstochowa;Pieczywo;Tort biszkoptowy;193.0;Uszkodzenie mechaniczne
2025-11-06;PLN-091;Lublin;Warzywa i owoce;Awokado;256.4;Przeterminowanie (nie udało się sprzedać)
2025-11-06;PLN-024;Warszawa;Pieczywo;Tort biszkoptowy;367.34;Przeterminowanie (nie udało się sprzedać)
2025-11-06;PLN-099;Szczecin;Pieczywo;Bułki kajzerki;8.55;Łańcuch chłodniczy — błąd
2025-11-06;PLN-135;Wałbrzych;Nabiał i jaja;Mleko świeże;84.34;Przeterminowanie (nie udało się sprzedać)
2025-11-06;PLN-110;Opole;Mięso i wędliny;Schab;84.24;Błąd zatowarowania (nadmiar)
2025-11-07;PLN-050;Wrocław;Ryby i mrożonki;Krewetki świeże;6.09;Uszkodzenie mechaniczne
2025-11-07;PLN-064;Poznań;Ryby i mrożonki;Krewetki świeże;76.67;Przeterminowanie (nie udało się sprzedać)
2025-11-07;PLN-029;Kraków;Nabiał i jaja;Jogurt naturalny;105.46;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-027;Kraków;Mięso i wędliny;Kurczak filet;29.1;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-062;Poznań;Mięso i wędliny;Karkówka;32.75;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-041;Wrocław;Nabiał i jaja;Śmietana;242.65;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-043;Wrocław;Pieczywo;Chleb wiejski;107.76;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-069;Poznań;Nabiał i jaja;Ser pleśniowy;60.32;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-073;Łódź;Nabiał i jaja;Ser pleśniowy;247.95;Przeterminowanie (nie udało się sprzedać)
2025-11-08;PLN-052;Wrocław;Mięso i wędliny;Boczek;235.64;Błąd zatowarowania (nadmiar)
2025-11-09;PLN-140;Radom;Ryby i mrożonki;Krewetki świeże;16.29;Uszkodzenie mechaniczne
2025-11-09;PLN-073;Łódź;Warzywa i owoce;Pomidory koktajl;45.95;Przeterminowanie (nie udało się sprzedać)
2025-11-09;PLN-125;Tarnów;Pieczywo;Bagietka;173.17;Błąd zatowarowania (nadmiar)
2025-11-09;PLN-097;Szczecin;Warzywa i owoce;Truskawki;10.08;Przeterminowanie (nie udało się sprzedać)
2025-11-09;PLN-005;Warszawa;Nabiał i jaja;Mleko świeże;15.48;Przeterminowanie (nie udało się sprzedać)
2025-11-10;PLN-065;Poznań;Ryby i mrożonki;Łosoś świeży;205.92;Przeterminowanie (nie udało się sprzedać)
2025-11-10;PLN-013;Warszawa;Mięso i wędliny;Boczek;153.85;Przeterminowanie (nie udało się sprzedać)
2025-11-10;PLN-062;Poznań;Mięso i wędliny;Karkówka;123.48;Łańcuch chłodniczy — błąd
2025-11-12;PLN-035;Kraków;Ryby i mrożonki;Łosoś świeży;23.88;Przeterminowanie (nie udało się sprzedać)
2025-11-12;PLN-074;Łódź;Mięso i wędliny;Schab;11.17;Przeterminowanie (nie udało się sprzedać)
2025-11-12;PLN-062;Poznań;Nabiał i jaja;Śmietana;93.34;Przeterminowanie (nie udało się sprzedać)
2025-11-13;PLN-083;Łódź;Ryby i mrożonki;Pstrąg;104.95;Reklamacja jakościowa od klienta
2025-11-13;PLN-096;Bydgoszcz;Nabiał i jaja;Ser pleśniowy;32.94;Przeterminowanie (nie udało się sprzedać)
2025-11-13;PLN-104;Toruń;Warzywa i owoce;Truskawki;46.23;Przeterminowanie (nie udało się sprzedać)
2025-11-14;PLN-008;Warszawa;Ryby i mrożonki;Łosoś świeży;14.5;Przeterminowanie (nie udało się sprzedać)
2025-11-14;PLN-091;Lublin;Pieczywo;Chleb wiejski;58.65;Przeterminowanie (nie udało się sprzedać)
2025-11-15;PLN-073;Łódź;Nabiał i jaja;Ser pleśniowy;97.85;Uszkodzenie mechaniczne
2025-11-15;PLN-091;Lublin;Pieczywo;Bułki kajzerki;199.51;Przeterminowanie (nie udało się sprzedać)
2025-11-16;PLN-091;Lublin;Warzywa i owoce;Pomidory koktajl;134.24;Uszkodzenie mechaniczne
2025-11-16;PLN-021;Warszawa;Ryby i mrożonki;Krewetki świeże;156.37;Przeterminowanie (nie udało się sprzedać)
2025-11-16;PLN-014;Warszawa;Mięso i wędliny;Karkówka;169.66;Błąd zatowarowania (nadmiar)
2025-11-16;PLN-132;Legnica;Nabiał i jaja;Mleko świeże;368.1;Błąd zatowarowania (nadmiar)
2025-11-16;PLN-021;Warszawa;Pieczywo;Bułki kajzerki;94.65;Przeterminowanie (nie udało się sprzedać)
2025-11-17;PLN-081;Łódź;Pieczywo;Chleb wiejski;14.11;Błąd zatowarowania (nadmiar)
2025-11-17;PLN-035;Kraków;Ryby i mrożonki;Pstrąg;482.41;Przeterminowanie (nie udało się sprzedać)
2025-11-17;PLN-075;Łódź;Pieczywo;Tort biszkoptowy;29.76;Przeterminowanie (nie udało się sprzedać)
2025-11-18;PLN-034;Kraków;Ryby i mrożonki;Pstrąg;5.55;Łańcuch chłodniczy — błąd
2025-11-18;PLN-113;Kalisz;Warzywa i owoce;Pomidory koktajl;66.1;Przeterminowanie (nie udało się sprzedać)
2025-11-18;PLN-099;Szczecin;Nabiał i jaja;Śmietana;60.24;Uszkodzenie mechaniczne
2025-11-18;PLN-022;Warszawa;Mięso i wędliny;Schab;43.1;Przeterminowanie (nie udało się sprzedać)
2025-11-19;PLN-087;Gdańsk;Pieczywo;Tort biszkoptowy;136.64;Przeterminowanie (nie udało się sprzedać)
2025-11-19;PLN-137;Jelenia Góra;Nabiał i jaja;Mleko świeże;66.18;Przeterminowanie (nie udało się sprzedać)
2025-11-19;PLN-040;Kraków;Nabiał i jaja;Mleko świeże;25.81;Przeterminowanie (nie udało się sprzedać)
2025-11-20;PLN-014;Warszawa;Ryby i mrożonki;Łosoś świeży;80.45;Przeterminowanie (nie udało się sprzedać)
2025-11-20;PLN-094;Bydgoszcz;Nabiał i jaja;Ser pleśniowy;45.65;Przeterminowanie (nie udało się sprzedać)
2025-11-20;PLN-068;Poznań;Ryby i mrożonki;Krewetki świeże;781.25;Błąd zatowarowania (nadmiar)
2025-11-20;PLN-030;Kraków;Pieczywo;Bułki kajzerki;71.48;Przeterminowanie (nie udało się sprzedać)
2025-11-21;PLN-022;Warszawa;Nabiał i jaja;Śmietana;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-21;PLN-052;Wrocław;Mięso i wędliny;Kurczak filet;291.75;Przeterminowanie (nie udało się sprzedać)
2025-11-22;PLN-074;Łódź;Mięso i wędliny;Kurczak filet;196.95;Przeterminowanie (nie udało się sprzedać)
2025-11-22;PLN-076;Łódź;Ryby i mrożonki;Pstrąg;230.2;Łańcuch chłodniczy — błąd
2025-11-22;PLN-066;Poznań;Ryby i mrożonki;Krewetki świeże;51.45;Przeterminowanie (nie udało się sprzedać)
2025-11-22;PLN-133;Legnica;Mięso i wędliny;Wieprzowina łopatka;152.94;Przeterminowanie (nie udało się sprzedać)
2025-11-22;PLN-083;Łódź;Pieczywo;Tort biszkoptowy;53.1;Przeterminowanie (nie udało się sprzedać)
2025-11-23;PLN-001;Warszawa;Mięso i wędliny;Kurczak filet;62.87;Uszkodzenie mechaniczne
2025-11-23;PLN-016;Warszawa;Mięso i wędliny;Karkówka;541.06;Przeterminowanie (nie udało się sprzedać)
2025-11-23;PLN-103;Toruń;Pieczywo;Bułki kajzerki;5.55;Błąd zatowarowania (nadmiar)
2025-11-23;PLN-110;Opole;Pieczywo;Bułki kajzerki;126.28;Przeterminowanie (nie udało się sprzedać)
2025-11-23;PLN-034;Kraków;Nabiał i jaja;Mleko świeże;10.37;Przeterminowanie (nie udało się sprzedać)
2025-11-24;PLN-032;Kraków;Mięso i wędliny;Wędliny krojone;111.36;Łańcuch chłodniczy — błąd
2025-11-25;PLN-107;Częstochowa;Pieczywo;Bułki kajzerki;297.05;Przeterminowanie (nie udało się sprzedać)
2025-11-25;PLN-081;Łódź;Mięso i wędliny;Boczek;222.63;Przeterminowanie (nie udało się sprzedać)
2025-11-25;PLN-089;Gdańsk;Mięso i wędliny;Wieprzowina łopatka;118.81;Uszkodzenie mechaniczne
2025-11-25;PLN-097;Szczecin;Nabiał i jaja;Twaróg;7.96;Reklamacja jakościowa od klienta
2025-11-25;PLN-091;Lublin;Pieczywo;Bułki kajzerki;59.32;Przeterminowanie (nie udało się sprzedać)
2025-11-26;PLN-006;Warszawa;Pieczywo;Tort biszkoptowy;83.53;Uszkodzenie mechaniczne
2025-11-26;PLN-077;Łódź;Ryby i mrożonki;Łosoś świeży;145.49;Łańcuch chłodniczy — błąd
2025-11-26;PLN-051;Wrocław;Warzywa i owoce;Sałata lodowa;160.15;Przeterminowanie (nie udało się sprzedać)
2025-11-27;PLN-012;Warszawa;Pieczywo;Chleb wiejski;70.21;Przeterminowanie (nie udało się sprzedać)
2025-11-27;PLN-100;Katowice;Mięso i wędliny;Boczek;20.02;Przeterminowanie (nie udało się sprzedać)
2025-11-27;PLN-130;Nowy Sącz;Nabiał i jaja;Twaróg;46.86;Przeterminowanie (nie udało się sprzedać)
2025-11-27;PLN-043;Wrocław;Ryby i mrożonki;Pstrąg;416.74;Przeterminowanie (nie udało się sprzedać)
2025-11-27;PLN-065;Poznań;Nabiał i jaja;Ser pleśniowy;32.08;Uszkodzenie mechaniczne
2025-11-27;PLN-003;Warszawa;Mięso i wędliny;Wieprzowina łopatka;287.27;Przeterminowanie (nie udało się sprzedać)
2025-11-28;PLN-131;Legnica;Warzywa i owoce;Sałata lodowa;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-28;PLN-004;Warszawa;Pieczywo;Chleb wiejski;111.48;Przeterminowanie (nie udało się sprzedać)
2025-11-28;PLN-032;Kraków;Nabiał i jaja;Jogurt naturalny;131.69;Przeterminowanie (nie udało się sprzedać)
2025-11-29;PLN-128;Nowy Sącz;Warzywa i owoce;Truskawki;337.32;Łańcuch chłodniczy — błąd
2025-11-29;PLN-108;Częstochowa;Pieczywo;Bułki kajzerki;135.92;Błąd zatowarowania (nadmiar)
2025-11-29;PLN-112;Kalisz;Warzywa i owoce;Maliny;27.97;Przeterminowanie (nie udało się sprzedać)
2025-11-29;PLN-053;Wrocław;Mięso i wędliny;Wędliny krojone;134.81;Przeterminowanie (nie udało się sprzedać)
2025-11-29;PLN-014;Warszawa;Warzywa i owoce;Borówki;64.0;Uszkodzenie mechaniczne
2025-11-29;PLN-122;Leszno;Nabiał i jaja;Ser pleśniowy;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-29;PLN-093;Lublin;Mięso i wędliny;Karkówka;5.55;Przeterminowanie (nie udało się sprzedać)
2025-11-29;PLN-042;Wrocław;Nabiał i jaja;Mleko świeże;299.96;Uszkodzenie mechaniczne
2025-11-30;PLN-031;Kraków;Warzywa i owoce;Awokado;34.7;Uszkodzenie mechaniczne
2025-11-30;PLN-004;Warszawa;Ryby i mrożonki;Łosoś świeży;95.89;Błąd zatowarowania (nadmiar)
2025-11-30;PLN-050;Wrocław;Nabiał i jaja;Mleko świeże;147.43;Przeterminowanie (nie udało się sprzedać)
2025-11-30;PLN-055;Poznań;Nabiał i jaja;Mleko świeże;347.79;Błąd zatowarowania (nadmiar)
2025-11-30;PLN-093;Lublin;Ryby i mrożonki;Łosoś świeży;59.57;Łańcuch chłodniczy — błąd
2025-11-30;PLN-131;Legnica;Mięso i wędliny;Wieprzowina łopatka;61.52;Uszkodzenie mechaniczne
2025-12-01;PLN-052;Wrocław;Nabiał i jaja;Jogurt naturalny;55.55;Uszkodzenie mechaniczne
2025-12-01;PLN-020;Warszawa;Warzywa i owoce;Banany dojrzałe;26.8;Przeterminowanie (nie udało się sprzedać)
2025-12-01;PLN-013;Warszawa;Mięso i wędliny;Kurczak filet;102.84;Błąd zatowarowania (nadmiar)
2025-12-01;PLN-014;Warszawa;Ryby i mrożonki;Krewetki świeże;92.19;Błąd zatowarowania (nadmiar)
2025-12-02;PLN-104;Toruń;Mięso i wędliny;Boczek;5.58;Przeterminowanie (nie udało się sprzedać)
2025-12-02;PLN-044;Wrocław;Warzywa i owoce;Banany dojrzałe;271.86;Przeterminowanie (nie udało się sprzedać)
2025-12-02;PLN-068;Poznań;Warzywa i owoce;Borówki;173.77;Przeterminowanie (nie udało się sprzedać)
2025-12-02;PLN-122;Leszno;Nabiał i jaja;Twaróg;55.27;Błąd zatowarowania (nadmiar)
2025-12-02;PLN-112;Kalisz;Ryby i mrożonki;Pstrąg;53.13;Reklamacja jakościowa od klienta
2025-12-03;PLN-071;Poznań;Pieczywo;Tort biszkoptowy;38.24;Przeterminowanie (nie udało się sprzedać)
2025-12-03;PLN-033;Kraków;Warzywa i owoce;Pomidory koktajl;56.82;Przeterminowanie (nie udało się sprzedać)
2025-12-04;PLN-068;Poznań;Nabiał i jaja;Mleko świeże;16.13;Przeterminowanie (nie udało się sprzedać)
2025-12-04;PLN-088;Gdańsk;Pieczywo;Bagietka;169.44;Łańcuch chłodniczy — błąd
2025-12-04;PLN-039;Kraków;Ryby i mrożonki;Krewetki świeże;98.96;Błąd zatowarowania (nadmiar)
2025-12-04;PLN-062;Poznań;Mięso i wędliny;Boczek;156.48;Błąd zatowarowania (nadmiar)
2025-12-05;PLN-125;Tarnów;Nabiał i jaja;Jogurt naturalny;96.86;Przeterminowanie (nie udało się sprzedać)
2025-12-05;PLN-030;Kraków;Mięso i wędliny;Kurczak filet;351.8;Reklamacja jakościowa od klienta
2025-12-05;PLN-017;Warszawa;Mięso i wędliny;Wędliny krojone;13.97;Przeterminowanie (nie udało się sprzedać)
2025-12-05;PLN-003;Warszawa;Warzywa i owoce;Mango;35.04;Przeterminowanie (nie udało się sprzedać)
2025-12-05;PLN-074;Łódź;Mięso i wędliny;Boczek;102.45;Przeterminowanie (nie udało się sprzedać)
2025-12-06;PLN-095;Bydgoszcz;Nabiał i jaja;Jogurt naturalny;74.43;Przeterminowanie (nie udało się sprzedać)
2025-12-06;PLN-040;Kraków;Ryby i mrożonki;Łosoś świeży;129.94;Reklamacja jakościowa od klienta
2025-12-07;PLN-025;Kraków;Nabiał i jaja;Jogurt naturalny;40.82;Przeterminowanie (nie udało się sprzedać)
2025-12-07;PLN-082;Łódź;Ryby i mrożonki;Krewetki świeże;242.84;Uszkodzenie mechaniczne
2025-12-07;PLN-038;Kraków;Mięso i wędliny;Wędliny krojone;26.1;Przeterminowanie (nie udało się sprzedać)
2025-12-07;PLN-008;Warszawa;Mięso i wędliny;Kurczak filet;47.12;Łańcuch chłodniczy — błąd
2025-12-07;PLN-063;Poznań;Ryby i mrożonki;Krewetki świeże;16.1;Przeterminowanie (nie udało się sprzedać)
2025-12-07;PLN-122;Leszno;Pieczywo;Bułki kajzerki;161.79;Przeterminowanie (nie udało się sprzedać)
2025-12-07;PLN-114;Kalisz;Mięso i wędliny;Kurczak filet;21.44;Uszkodzenie mechaniczne
2025-12-07;PLN-022;Warszawa;Nabiał i jaja;Ser pleśniowy;76.22;Błąd zatowarowania (nadmiar)
2025-12-07;PLN-074;Łódź;Ryby i mrożonki;Krewetki świeże;290.86;Przeterminowanie (nie udało się sprzedać)
2025-12-08;PLN-069;Poznań;Ryby i mrożonki;Pstrąg;103.55;Błąd zatowarowania (nadmiar)
2025-12-08;PLN-091;Lublin;Ryby i mrożonki;Pstrąg;67.26;Przeterminowanie (nie udało się sprzedać)
2025-12-08;PLN-018;Warszawa;Mięso i wędliny;Schab;15.19;Przeterminowanie (nie udało się sprzedać)
2025-12-08;PLN-095;Bydgoszcz;Mięso i wędliny;Karkówka;96.35;Uszkodzenie mechaniczne
2025-12-08;PLN-003;Warszawa;Ryby i mrożonki;Łosoś świeży;85.17;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-028;Kraków;Mięso i wędliny;Boczek;67.06;Łańcuch chłodniczy — błąd
2025-12-09;PLN-005;Warszawa;Ryby i mrożonki;Łosoś świeży;44.66;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-054;Wrocław;Mięso i wędliny;Wędliny krojone;13.26;Błąd zatowarowania (nadmiar)
2025-12-09;PLN-088;Gdańsk;Mięso i wędliny;Wieprzowina łopatka;26.04;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-139;Radom;Mięso i wędliny;Wieprzowina łopatka;139.04;Uszkodzenie mechaniczne
2025-12-09;PLN-010;Warszawa;Nabiał i jaja;Mleko świeże;5.58;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-065;Poznań;Mięso i wędliny;Wędliny krojone;32.81;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-011;Warszawa;Nabiał i jaja;Twaróg;259.88;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-099;Szczecin;Mięso i wędliny;Wieprzowina łopatka;40.6;Przeterminowanie (nie udało się sprzedać)
2025-12-09;PLN-054;Wrocław;Ryby i mrożonki;Łosoś świeży;75.45;Przeterminowanie (nie udało się sprzedać)
2025-12-10;PLN-100;Katowice;Mięso i wędliny;Wędliny krojone;284.68;Przeterminowanie (nie udało się sprzedać)
2025-12-10;PLN-021;Warszawa;Ryby i mrożonki;Pstrąg;128.95;Błąd zatowarowania (nadmiar)
2025-12-10;PLN-088;Gdańsk;Ryby i mrożonki;Krewetki świeże;7.02;Błąd zatowarowania (nadmiar)
2025-12-10;PLN-117;Płock;Mięso i wędliny;Schab;157.23;Uszkodzenie mechaniczne
2025-12-10;PLN-096;Bydgoszcz;Ryby i mrożonki;Łosoś świeży;18.58;Przeterminowanie (nie udało się sprzedać)
2025-12-10;PLN-071;Poznań;Mięso i wędliny;Schab;13.9;Przeterminowanie (nie udało się sprzedać)
2025-12-11;PLN-042;Wrocław;Nabiał i jaja;Jogurt naturalny;32.35;Błąd zatowarowania (nadmiar)
2025-12-11;PLN-062;Poznań;Nabiał i jaja;Mleko świeże;135.52;Przeterminowanie (nie udało się sprzedać)
2025-12-11;PLN-077;Łódź;Pieczywo;Bułki kajzerki;61.97;Przeterminowanie (nie udało się sprzedać)
2025-12-11;PLN-131;Legnica;Ryby i mrożonki;Pstrąg;130.86;Przeterminowanie (nie udało się sprzedać)
2025-12-12;PLN-058;Poznań;Nabiał i jaja;Jogurt naturalny;9.33;Błąd zatowarowania (nadmiar)
2025-12-12;PLN-071;Poznań;Ryby i mrożonki;Łosoś świeży;581.28;Łańcuch chłodniczy — błąd
2025-12-12;PLN-009;Warszawa;Warzywa i owoce;Sałata lodowa;32.18;Przeterminowanie (nie udało się sprzedać)
2025-12-12;PLN-113;Kalisz;Nabiał i jaja;Mleko świeże;34.99;Przeterminowanie (nie udało się sprzedać)
2025-12-12;PLN-097;Szczecin;Mięso i wędliny;Schab;156.62;Łańcuch chłodniczy — błąd
2025-12-13;PLN-092;Lublin;Warzywa i owoce;Awokado;5.58;Przeterminowanie (nie udało się sprzedać)
2025-12-13;PLN-106;Częstochowa;Warzywa i owoce;Mango;134.12;Przeterminowanie (nie udało się sprzedać)
2025-12-13;PLN-035;Kraków;Mięso i wędliny;Kurczak filet;26.39;Reklamacja jakościowa od klienta
2025-12-14;PLN-074;Łódź;Pieczywo;Bułki kajzerki;287.69;Przeterminowanie (nie udało się sprzedać)
2025-12-14;PLN-114;Kalisz;Mięso i wędliny;Kurczak filet;10.26;Przeterminowanie (nie udało się sprzedać)
2025-12-14;PLN-080;Łódź;Warzywa i owoce;Sałata lodowa;42.53;Reklamacja jakościowa od klienta
2025-12-15;PLN-103;Toruń;Pieczywo;Bułki kajzerki;100.81;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-065;Poznań;Ryby i mrożonki;Łosoś świeży;139.4;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-079;Łódź;Nabiał i jaja;Mleko świeże;23.55;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-017;Warszawa;Pieczywo;Chleb wiejski;31.15;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-134;Wałbrzych;Pieczywo;Bułki kajzerki;683.54;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-117;Płock;Warzywa i owoce;Pomidory koktajl;438.21;Przeterminowanie (nie udało się sprzedać)
2025-12-15;PLN-121;Konin;Pieczywo;Tort biszkoptowy;67.38;Łańcuch chłodniczy — błąd
2025-12-16;PLN-055;Poznań;Ryby i mrożonki;Pstrąg;139.42;Przeterminowanie (nie udało się sprzedać)
2025-12-16;PLN-030;Kraków;Nabiał i jaja;Jogurt naturalny;142.43;Przeterminowanie (nie udało się sprzedać)
2025-12-16;PLN-113;Kalisz;Warzywa i owoce;Sałata lodowa;5.58;Błąd zatowarowania (nadmiar)
2025-12-16;PLN-123;Leszno;Nabiał i jaja;Śmietana;247.49;Przeterminowanie (nie udało się sprzedać)
2025-12-17;PLN-105;Toruń;Pieczywo;Chleb wiejski;111.69;Przeterminowanie (nie udało się sprzedać)
2025-12-17;PLN-018;Warszawa;Pieczywo;Chleb wiejski;41.52;Przeterminowanie (nie udało się sprzedać)
2025-12-17;PLN-095;Bydgoszcz;Pieczywo;Tort biszkoptowy;44.09;Przeterminowanie (nie udało się sprzedać)
2025-12-17;PLN-126;Tarnów;Pieczywo;Bułki kajzerki;77.96;Przeterminowanie (nie udało się sprzedać)
2025-12-17;PLN-078;Łódź;Mięso i wędliny;Wędliny krojone;186.28;Błąd zatowarowania (nadmiar)
2025-12-17;PLN-029;Kraków;Ryby i mrożonki;Krewetki świeże;50.34;Błąd zatowarowania (nadmiar)
2025-12-18;PLN-022;Warszawa;Warzywa i owoce;Truskawki;35.98;Łańcuch chłodniczy — błąd
2025-12-18;PLN-059;Poznań;Mięso i wędliny;Wieprzowina łopatka;84.48;Uszkodzenie mechaniczne
2025-12-18;PLN-031;Kraków;Mięso i wędliny;Schab;235.04;Przeterminowanie (nie udało się sprzedać)
2025-12-18;PLN-009;Warszawa;Ryby i mrożonki;Krewetki świeże;401.46;Błąd zatowarowania (nadmiar)
2025-12-19;PLN-020;Warszawa;Mięso i wędliny;Wieprzowina łopatka;71.71;Błąd zatowarowania (nadmiar)
2025-12-19;PLN-121;Konin;Mięso i wędliny;Karkówka;144.84;Przeterminowanie (nie udało się sprzedać)
2025-12-19;PLN-134;Wałbrzych;Warzywa i owoce;Sałata lodowa;50.61;Łańcuch chłodniczy — błąd
2025-12-19;PLN-087;Gdańsk;Warzywa i owoce;Maliny;98.81;Przeterminowanie (nie udało się sprzedać)
2025-12-19;PLN-099;Szczecin;Pieczywo;Chleb wiejski;158.6;Uszkodzenie mechaniczne
2025-12-19;PLN-046;Wrocław;Warzywa i owoce;Mango;12.89;Reklamacja jakościowa od klienta
2025-12-19;PLN-039;Kraków;Pieczywo;Bułki kajzerki;320.63;Przeterminowanie (nie udało się sprzedać)
2025-12-19;PLN-001;Warszawa;Nabiał i jaja;Mleko świeże;15.29;Przeterminowanie (nie udało się sprzedać)
2025-12-20;PLN-069;Poznań;Ryby i mrożonki;Łosoś świeży;149.88;Przeterminowanie (nie udało się sprzedać)
2025-12-20;PLN-137;Jelenia Góra;Ryby i mrożonki;Pstrąg;186.75;Przeterminowanie (nie udało się sprzedać)
2025-12-20;PLN-006;Warszawa;Mięso i wędliny;Mielone wieprzowo-wołowe;204.02;Przeterminowanie (nie udało się sprzedać)
2025-12-20;PLN-043;Wrocław;Pieczywo;Bułki kajzerki;174.48;Przeterminowanie (nie udało się sprzedać)
2025-12-20;PLN-134;Wałbrzych;Mięso i wędliny;Wędliny krojone;46.79;Błąd zatowarowania (nadmiar)
2025-12-20;PLN-002;Warszawa;Mięso i wędliny;Boczek;47.66;Przeterminowanie (nie udało się sprzedać)
2025-12-21;PLN-046;Wrocław;Mięso i wędliny;Boczek;82.71;Przeterminowanie (nie udało się sprzedać)
2025-12-21;PLN-113;Kalisz;Pieczywo;Chleb wiejski;40.11;Uszkodzenie mechaniczne
2025-12-21;PLN-056;Poznań;Mięso i wędliny;Karkówka;103.08;Przeterminowanie (nie udało się sprzedać)
2025-12-22;PLN-125;Tarnów;Mięso i wędliny;Wędliny krojone;332.65;Przeterminowanie (nie udało się sprzedać)
2025-12-22;PLN-031;Kraków;Nabiał i jaja;Jogurt naturalny;84.92;Błąd zatowarowania (nadmiar)
2025-12-22;PLN-139;Radom;Pieczywo;Tort biszkoptowy;95.6;Uszkodzenie mechaniczne
2025-12-22;PLN-071;Poznań;Ryby i mrożonki;Pstrąg;18.27;Uszkodzenie mechaniczne
2025-12-22;PLN-133;Legnica;Warzywa i owoce;Sałata lodowa;98.01;Uszkodzenie mechaniczne
2025-12-22;PLN-044;Wrocław;Pieczywo;Tort biszkoptowy;118.16;Przeterminowanie (nie udało się sprzedać)
2025-12-22;PLN-062;Poznań;Nabiał i jaja;Mleko świeże;100.58;Uszkodzenie mechaniczne
2025-12-22;PLN-071;Poznań;Nabiał i jaja;Mleko świeże;115.18;Przeterminowanie (nie udało się sprzedać)
2025-12-23;PLN-093;Lublin;Nabiał i jaja;Śmietana;179.86;Reklamacja jakościowa od klienta
2025-12-24;PLN-048;Wrocław;Mięso i wędliny;Karkówka;207.46;Przeterminowanie (nie udało się sprzedać)
2025-12-24;PLN-091;Lublin;Ryby i mrożonki;Łosoś świeży;46.76;Przeterminowanie (nie udało się sprzedać)
2025-12-24;PLN-047;Wrocław;Mięso i wędliny;Schab;123.11;Błąd zatowarowania (nadmiar)
2025-12-24;PLN-016;Warszawa;Nabiał i jaja;Śmietana;117.41;Przeterminowanie (nie udało się sprzedać)
2025-12-24;PLN-055;Poznań;Nabiał i jaja;Twaróg;257.03;Uszkodzenie mechaniczne
2025-12-24;PLN-015;Warszawa;Mięso i wędliny;Karkówka;46.7;Przeterminowanie (nie udało się sprzedać)
2025-12-24;PLN-130;Nowy Sącz;Warzywa i owoce;Truskawki;303.3;Przeterminowanie (nie udało się sprzedać)
2025-12-27;PLN-041;Wrocław;Pieczywo;Bagietka;143.86;Przeterminowanie (nie udało się sprzedać)
2025-12-27;PLN-076;Łódź;Warzywa i owoce;Maliny;433.07;Przeterminowanie (nie udało się sprzedać)
