Data;Miasto;Temp_min (°C);Temp_avg (°C);Temp_max (°C);Opady (mm);Śnieg (cm);Nasłonecznienie (h);Kategoria pogody
2024-12-02;Gdańsk;-5.7;-0.8;4.1;1.0;0.3;0.0;Śnieg
2024-12-03;Gdańsk;-9.2;-2.6;1.2;11.9;3.4;0.0;Deszcz
2024-12-04;Gdańsk;-9.4;-3.9;-1.5;0.3;0.0;5.5;Pochmurno z opadami
2024-12-05;Gdańsk;-0.8;0.7;7.1;0.6;0.8;0.9;Śnieg
2024-12-06;Gdańsk;-7.1;-4.6;-0.6;0.0;1.4;2.1;Śnieg
2024-12-07;Gdańsk;-4.9;-3.5;-2.1;0.0;3.2;8.2;Śnieg
2024-12-08;Gdańsk;-14.6;-9.7;-7.4;0.0;0.0;6.1;Pochmurno
2024-12-09;Gdańsk;-6.3;-1.9;1.5;0.0;0.0;3.9;Pochmurno
2024-12-10;Gdańsk;-8.4;-3.9;3.8;8.1;0.0;0.0;Deszcz
2024-12-11;Gdańsk;-13.7;-9.2;-3.0;0.0;0.2;1.4;Śnieg
2024-12-12;Gdańsk;-10.6;-6.2;1.1;0.0;0.0;7.0;Pochmurno
2024-12-13;Gdańsk;-5.3;-1.5;4.1;0.0;0.0;7.7;Słonecznie
2024-12-14;Gdańsk;-8.9;-4.0;2.1;0.0;1.3;8.0;Śnieg
2024-12-15;Gdańsk;-14.3;-12.4;-6.6;0.0;0.0;3.1;Pochmurno
2024-12-16;Gdańsk;-10.7;-6.8;-3.3;0.0;3.6;6.3;Śnieg
2024-12-17;Gdańsk;-6.3;-1.5;3.7;0.0;0.0;8.9;Słonecznie
2024-12-18;Gdańsk;-8.8;-6.7;0.1;0.0;0.0;7.8;Słonecznie
2024-12-19;Gdańsk;-15.4;-10.6;-5.6;0.0;0.0;12.1;Słonecznie
2024-12-20;Gdańsk;-7.3;-5.1;-3.3;0.3;0.0;5.0;Pochmurno z opadami
2024-12-21;Gdańsk;-5.1;-1.4;1.4;0.0;4.8;6.4;Śnieg
2024-12-22;Gdańsk;-10.4;-4.7;0.7;0.0;0.2;6.0;Śnieg
2024-12-23;Gdańsk;-9.0;-8.2;-2.7;7.9;0.1;2.4;Śnieg
2024-12-24;Gdańsk;-7.8;-4.8;-1.2;0.0;0.0;9.0;Słonecznie
2024-12-25;Gdańsk;-6.1;-2.1;3.7;0.0;0.0;7.2;Słonecznie
2024-12-26;Gdańsk;-16.2;-10.8;-4.1;0.0;4.9;9.7;Śnieg
2024-12-27;Gdańsk;-4.9;-2.5;3.6;0.0;4.0;13.8;Śnieg
2024-12-28;Gdańsk;-14.5;-10.3;-4.8;0.0;1.2;9.7;Śnieg
2024-12-29;Gdańsk;-13.3;-7.3;-4.0;0.0;2.1;7.1;Śnieg
2024-12-30;Gdańsk;-15.8;-12.1;-9.7;0.0;0.0;7.6;Słonecznie
2024-12-31;Gdańsk;-12.4;-6.8;-4.5;0.0;0.0;10.2;Słonecznie
2025-01-01;Gdańsk;-12.1;-6.6;-2.4;0.0;0.7;4.8;Śnieg
2025-01-02;Gdańsk;-6.4;-3.5;0.6;0.0;3.8;8.2;Śnieg
2025-01-03;Gdańsk;-13.5;-8.6;-6.3;0.0;0.5;8.4;Śnieg
2025-01-04;Gdańsk;-12.5;-8.3;-2.8;0.0;0.0;2.3;Pochmurno
2025-01-05;Gdańsk;-8.1;-4.2;-1.3;0.0;1.1;10.3;Śnieg
2025-01-06;Gdańsk;-9.5;-5.7;-0.6;0.0;1.9;10.6;Śnieg
2025-01-07;Gdańsk;-13.4;-9.3;-4.6;0.0;0.0;8.1;Słonecznie
2025-01-08;Gdańsk;-9.6;-5.9;-0.3;0.0;0.0;7.6;Słonecznie
2025-01-09;Gdańsk;-11.9;-9.6;-2.2;0.0;1.3;9.6;Śnieg
2025-01-10;Gdańsk;-13.4;-8.0;-2.1;0.0;0.3;10.3;Śnieg
2025-01-11;Gdańsk;-12.2;-7.8;-1.5;0.0;0.2;6.6;Śnieg
2025-01-12;Gdańsk;-9.1;-7.3;-2.8;0.0;0.0;8.6;Słonecznie
2025-01-13;Gdańsk;-7.0;-2.4;3.7;0.0;0.0;10.8;Słonecznie
2025-01-14;Gdańsk;-13.9;-10.2;-0.8;4.1;0.0;1.8;Pochmurno z opadami
2025-01-15;Gdańsk;-12.8;-6.2;-3.1;0.0;0.7;9.9;Śnieg
2025-01-16;Gdańsk;-12.7;-8.8;-1.7;0.0;0.0;12.4;Słonecznie
2025-01-17;Gdańsk;-8.9;-3.6;-0.4;0.0;0.0;7.0;Pochmurno
2025-01-18;Gdańsk;-10.0;-6.9;-0.9;0.0;0.0;9.7;Słonecznie
2025-01-19;Gdańsk;-11.5;-6.0;-2.6;17.4;0.4;4.2;Deszcz
2025-01-20;Gdańsk;-12.0;-9.4;-3.5;0.0;0.0;10.9;Słonecznie
2025-01-21;Gdańsk;-10.2;-6.1;-0.6;1.3;0.0;2.3;Pochmurno z opadami
2025-01-22;Gdańsk;-8.3;-5.0;1.5;0.0;0.7;8.0;Śnieg
2025-01-23;Gdańsk;-14.6;-7.9;-2.7;0.0;0.0;13.6;Słonecznie
2025-01-24;Gdańsk;-10.1;-6.5;-3.1;0.4;4.1;0.0;Śnieg
2025-01-25;Gdańsk;-12.9;-10.2;-4.5;0.0;0.0;6.7;Pochmurno
2025-01-26;Gdańsk;-12.8;-6.9;-2.0;0.0;0.0;13.0;Słonecznie
2025-01-27;Gdańsk;-14.4;-10.7;-6.6;0.0;0.0;10.2;Słonecznie
2025-01-28;Gdańsk;-15.4;-13.6;-8.8;0.0;0.0;11.7;Słonecznie
2025-01-29;Gdańsk;-8.6;-6.7;-3.8;0.0;3.1;12.0;Śnieg
2025-01-30;Gdańsk;-6.5;-4.6;-1.0;10.1;0.8;2.9;Deszcz
2025-01-31;Gdańsk;-13.4;-6.6;-0.6;0.0;3.1;7.0;Śnieg
2025-02-01;Gdańsk;-4.4;-3.0;3.5;0.0;0.0;5.4;Pochmurno
2025-02-02;Gdańsk;-8.0;-4.7;-1.1;0.0;0.0;6.5;Pochmurno
2025-02-03;Gdańsk;-15.1;-11.1;-7.5;0.0;0.0;9.9;Słonecznie
2025-02-04;Gdańsk;-11.7;-5.2;0.5;0.0;0.9;9.2;Śnieg
2025-02-05;Gdańsk;-10.2;-6.8;-1.3;0.0;0.0;4.5;Pochmurno
2025-02-06;Gdańsk;-2.3;0.0;6.0;0.0;1.4;8.1;Śnieg
2025-02-07;Gdańsk;-13.3;-8.0;-5.2;1.1;0.9;0.0;Śnieg
2025-02-08;Gdańsk;-9.2;-2.5;0.0;0.0;0.7;11.1;Śnieg
2025-02-09;Gdańsk;-13.8;-9.3;-4.4;0.0;0.0;7.8;Słonecznie
2025-02-10;Gdańsk;-6.5;-4.4;0.4;0.0;0.0;6.4;Pochmurno
2025-02-11;Gdańsk;-8.7;-5.1;-1.0;0.0;9.2;7.5;Śnieg
2025-02-12;Gdańsk;-12.2;-6.6;0.6;0.0;0.0;10.9;Słonecznie
2025-02-13;Gdańsk;-10.9;-7.7;-1.2;0.0;0.0;7.8;Słonecznie
2025-02-14;Gdańsk;-9.1;-6.2;1.3;0.0;0.1;10.5;Śnieg
2025-02-15;Gdańsk;-2.6;-1.1;4.4;0.0;0.0;13.0;Słonecznie
2025-02-16;Gdańsk;-7.7;-5.5;-1.6;0.0;0.0;8.5;Słonecznie
2025-02-17;Gdańsk;-5.5;-2.0;4.5;0.0;1.0;4.6;Śnieg
2025-02-18;Gdańsk;-7.0;-5.4;0.5;0.0;0.0;9.1;Słonecznie
2025-02-19;Gdańsk;-12.2;-6.7;-2.9;4.7;0.0;3.5;Pochmurno z opadami
2025-02-20;Gdańsk;-2.6;0.2;3.6;0.0;6.4;9.3;Śnieg
2025-02-21;Gdańsk;-12.9;-8.4;0.0;0.0;2.1;11.3;Śnieg
2025-02-22;Gdańsk;-4.5;-1.3;4.4;0.0;2.1;8.5;Śnieg
2025-02-23;Gdańsk;-13.1;-8.0;1.4;0.0;2.2;11.3;Śnieg
2025-02-24;Gdańsk;-11.2;-6.6;-4.3;0.0;1.1;10.5;Śnieg
2025-02-25;Gdańsk;-7.0;-3.5;2.6;0.0;0.0;8.3;Słonecznie
2025-02-26;Gdańsk;-11.7;-7.4;-3.7;0.0;0.0;12.0;Słonecznie
2025-02-27;Gdańsk;-10.1;-6.8;-3.6;0.0;0.0;5.4;Pochmurno
2025-02-28;Gdańsk;-6.3;-4.2;0.5;0.0;0.0;9.0;Słonecznie
2025-03-01;Gdańsk;-6.0;-5.3;2.1;0.7;0.0;2.6;Pochmurno z opadami
2025-03-02;Gdańsk;-7.7;-2.9;1.3;0.0;0.0;8.6;Słonecznie
2025-03-03;Gdańsk;-7.2;-3.6;1.8;0.8;0.0;4.5;Pochmurno z opadami
2025-03-04;Gdańsk;-6.1;-2.9;0.7;0.0;0.0;9.3;Słonecznie
2025-03-05;Gdańsk;-7.1;-3.7;4.3;0.0;0.0;9.6;Słonecznie
2025-03-06;Gdańsk;-7.9;-2.1;3.5;0.0;0.0;6.3;Pochmurno
2025-03-07;Gdańsk;-9.3;-4.2;1.9;0.0;0.0;9.1;Słonecznie
2025-03-08;Gdańsk;-11.3;-6.1;-1.2;0.0;0.0;9.4;Słonecznie
2025-03-09;Gdańsk;-12.0;-5.1;0.4;0.0;0.0;7.0;Pochmurno
2025-03-10;Gdańsk;-6.1;-0.8;5.4;0.0;0.0;5.6;Pochmurno
2025-03-11;Gdańsk;-2.7;0.8;5.8;0.0;0.0;2.7;Pochmurno
2025-03-12;Gdańsk;-6.8;-3.5;2.3;0.0;0.0;6.7;Pochmurno
2025-03-13;Gdańsk;-10.9;-6.6;-2.0;0.0;0.0;6.3;Pochmurno
2025-03-14;Gdańsk;-2.9;-1.6;4.5;0.0;0.0;7.6;Słonecznie
2025-03-15;Gdańsk;-7.8;-2.4;1.7;4.4;0.0;2.6;Pochmurno z opadami
2025-03-16;Gdańsk;-6.0;-1.3;1.2;0.0;0.0;8.0;Słonecznie
2025-03-17;Gdańsk;-4.5;2.1;6.9;0.0;0.0;8.1;Słonecznie
2025-03-18;Gdańsk;-0.5;5.2;9.0;0.0;0.0;6.5;Pochmurno
2025-03-19;Gdańsk;-0.6;1.9;8.8;0.0;0.0;8.8;Słonecznie
2025-03-20;Gdańsk;-2.8;0.8;4.7;0.0;0.0;11.5;Słonecznie
2025-03-21;Gdańsk;-4.5;-1.1;3.8;1.4;0.0;2.5;Pochmurno z opadami
2025-03-22;Gdańsk;-2.0;1.2;4.6;1.9;0.0;0.0;Pochmurno z opadami
2025-03-23;Gdańsk;-7.3;-5.5;2.0;6.0;0.0;2.0;Pochmurno z opadami
2025-03-24;Gdańsk;-4.2;-0.1;4.4;0.0;0.0;8.5;Słonecznie
2025-03-25;Gdańsk;-4.9;1.0;8.8;0.0;0.0;11.6;Słonecznie
2025-03-26;Gdańsk;-6.7;-1.6;4.3;1.5;0.0;0.4;Pochmurno z opadami
2025-03-27;Gdańsk;-3.1;-0.3;5.3;0.0;0.0;7.8;Słonecznie
2025-03-28;Gdańsk;-4.9;1.9;8.6;0.0;0.0;8.1;Słonecznie
2025-03-29;Gdańsk;-5.9;-2.6;3.7;2.4;0.0;0.0;Pochmurno z opadami
2025-03-30;Gdańsk;-0.5;5.1;7.7;3.5;0.0;2.3;Pochmurno z opadami
2025-03-31;Gdańsk;1.9;7.8;14.6;0.0;0.0;4.7;Pochmurno
2025-04-01;Gdańsk;-3.2;2.6;8.6;0.0;0.0;5.6;Pochmurno
2025-04-02;Gdańsk;-2.9;0.4;4.3;0.2;0.0;5.7;Pochmurno z opadami
2025-04-03;Gdańsk;-2.6;2.9;5.8;1.2;0.0;0.0;Pochmurno z opadami
2025-04-04;Gdańsk;-6.1;-2.9;4.8;0.0;0.0;8.6;Słonecznie
2025-04-05;Gdańsk;-6.0;-0.4;6.8;0.2;0.0;2.2;Pochmurno z opadami
2025-04-06;Gdańsk;0.7;3.5;6.3;0.0;0.0;9.4;Słonecznie
2025-04-07;Gdańsk;-0.4;5.5;10.0;0.0;0.0;8.4;Słonecznie
2025-04-08;Gdańsk;1.1;8.3;15.2;0.0;0.0;7.2;Słonecznie
2025-04-09;Gdańsk;0.2;3.9;10.2;0.0;0.0;6.0;Pochmurno
2025-04-10;Gdańsk;0.5;5.0;10.7;0.0;0.0;5.5;Pochmurno
2025-04-11;Gdańsk;-1.6;5.0;9.2;0.0;0.0;8.6;Słonecznie
2025-04-12;Gdańsk;-5.0;-0.6;4.8;0.0;0.0;8.3;Słonecznie
2025-04-13;Gdańsk;3.3;6.9;14.0;0.0;0.0;5.9;Pochmurno
2025-04-14;Gdańsk;4.8;9.1;14.0;3.3;0.0;0.0;Pochmurno z opadami
2025-04-15;Gdańsk;3.4;6.6;9.8;0.0;0.0;6.4;Pochmurno
2025-04-16;Gdańsk;-6.3;-0.3;0.7;0.0;0.0;7.4;Słonecznie
2025-04-17;Gdańsk;-0.2;2.5;10.0;0.0;0.0;8.5;Słonecznie
2025-04-18;Gdańsk;0.2;3.3;6.9;0.0;0.0;7.9;Słonecznie
2025-04-19;Gdańsk;-0.1;6.7;8.3;8.2;0.0;1.9;Deszcz
2025-04-20;Gdańsk;5.5;9.0;13.1;0.0;0.0;8.7;Słonecznie
2025-04-21;Gdańsk;2.8;8.2;15.7;0.0;0.0;10.9;Słonecznie
2025-04-22;Gdańsk;3.9;9.4;16.5;0.0;0.0;9.7;Słonecznie
2025-04-23;Gdańsk;-2.0;2.8;10.3;0.0;0.0;6.1;Pochmurno
2025-04-24;Gdańsk;2.5;6.4;11.7;11.7;0.0;0.7;Deszcz
2025-04-25;Gdańsk;0.3;8.8;11.8;0.0;0.0;6.0;Pochmurno
2025-04-26;Gdańsk;0.4;4.1;9.5;7.9;0.0;0.9;Pochmurno z opadami
2025-04-27;Gdańsk;3.7;8.6;14.2;0.0;0.0;6.2;Pochmurno
2025-04-28;Gdańsk;5.1;10.4;13.5;9.1;0.0;4.1;Deszcz
2025-04-29;Gdańsk;3.1;6.5;10.6;0.0;0.0;9.8;Słonecznie
2025-04-30;Gdańsk;4.8;9.9;12.8;0.0;0.0;11.4;Słonecznie
2025-05-01;Gdańsk;5.6;7.9;12.1;0.0;0.0;14.0;Słonecznie
2025-05-02;Gdańsk;4.8;8.3;12.9;0.0;0.0;7.6;Słonecznie
2025-05-03;Gdańsk;3.2;7.4;14.4;0.2;0.0;2.8;Pochmurno z opadami
2025-05-04;Gdańsk;2.7;8.6;13.0;8.8;0.0;1.1;Deszcz
2025-05-05;Gdańsk;4.5;8.5;15.9;0.0;0.0;7.6;Słonecznie
2025-05-06;Gdańsk;3.4;10.1;16.6;0.0;0.0;9.4;Słonecznie
2025-05-07;Gdańsk;11.3;16.0;17.4;0.0;0.0;10.0;Słonecznie
2025-05-08;Gdańsk;1.6;6.3;8.2;0.0;0.0;6.9;Pochmurno
2025-05-09;Gdańsk;7.1;10.0;14.4;0.0;0.0;10.5;Słonecznie
2025-05-10;Gdańsk;4.4;9.2;12.5;0.0;0.0;7.5;Słonecznie
2025-05-11;Gdańsk;9.9;12.4;15.0;2.3;0.0;3.2;Pochmurno z opadami
2025-05-12;Gdańsk;6.7;11.1;15.0;0.0;0.0;13.6;Słonecznie
2025-05-13;Gdańsk;15.6;17.0;19.9;0.0;0.0;9.1;Słonecznie
2025-05-14;Gdańsk;4.8;9.1;14.1;3.7;0.0;1.9;Pochmurno z opadami
2025-05-15;Gdańsk;4.3;8.8;12.7;3.3;0.0;2.3;Pochmurno z opadami
2025-05-16;Gdańsk;13.1;18.1;23.9;0.3;0.0;3.6;Pochmurno z opadami
2025-05-17;Gdańsk;12.6;16.6;20.0;0.0;0.0;4.1;Pochmurno
2025-05-18;Gdańsk;10.1;14.4;18.3;1.5;0.0;4.5;Pochmurno z opadami
2025-05-19;Gdańsk;6.7;10.6;16.4;3.0;0.0;1.1;Pochmurno z opadami
2025-05-20;Gdańsk;5.5;10.2;15.5;2.6;0.0;2.4;Pochmurno z opadami
2025-05-21;Gdańsk;10.8;16.2;20.7;0.0;0.0;6.7;Pochmurno
2025-05-22;Gdańsk;5.0;9.8;12.1;0.0;0.0;8.0;Słonecznie
2025-05-23;Gdańsk;8.5;12.9;20.0;0.0;0.0;11.2;Słonecznie
2025-05-24;Gdańsk;13.3;16.2;21.2;0.0;0.0;5.9;Pochmurno
2025-05-25;Gdańsk;10.6;13.2;19.0;0.0;0.0;6.6;Pochmurno
2025-05-26;Gdańsk;10.5;15.1;19.0;2.3;0.0;0.0;Pochmurno z opadami
2025-05-27;Gdańsk;13.9;19.4;20.8;7.8;0.0;3.8;Pochmurno z opadami
2025-05-28;Gdańsk;12.1;14.8;21.4;0.0;0.0;9.4;Słonecznie
2025-05-29;Gdańsk;11.3;13.8;16.4;0.0;0.0;10.4;Słonecznie
2025-05-30;Gdańsk;11.4;15.7;19.3;0.0;0.0;4.5;Pochmurno
2025-05-31;Gdańsk;14.2;18.3;24.9;0.0;0.0;7.1;Słonecznie
2025-06-01;Gdańsk;10.0;15.1;21.4;0.0;0.0;9.9;Słonecznie
2025-06-02;Gdańsk;10.2;15.1;22.1;5.3;0.0;1.7;Pochmurno z opadami
2025-06-03;Gdańsk;15.7;19.2;23.0;0.0;0.0;5.8;Pochmurno
2025-06-04;Gdańsk;4.5;7.9;17.9;1.4;0.0;5.1;Pochmurno z opadami
2025-06-05;Gdańsk;14.9;17.9;23.2;3.6;0.0;0.0;Pochmurno z opadami
2025-06-06;Gdańsk;12.6;17.4;22.3;0.0;0.0;8.7;Słonecznie
2025-06-07;Gdańsk;12.2;16.9;18.3;0.0;0.0;6.8;Pochmurno
2025-06-08;Gdańsk;8.6;13.6;17.2;0.0;0.0;4.2;Pochmurno
2025-06-09;Gdańsk;7.4;12.1;15.4;1.1;0.0;1.7;Pochmurno z opadami
2025-06-10;Gdańsk;14.4;17.5;21.1;0.0;0.0;9.5;Słonecznie
2025-06-11;Gdańsk;13.9;18.7;23.4;0.0;0.0;6.6;Pochmurno
2025-06-12;Gdańsk;12.5;17.2;18.3;3.2;0.0;2.9;Pochmurno z opadami
2025-06-13;Gdańsk;10.3;16.4;17.3;0.0;0.0;7.8;Słonecznie
2025-06-14;Gdańsk;13.1;17.1;22.7;0.0;0.0;8.0;Słonecznie
2025-06-15;Gdańsk;10.1;14.2;19.2;8.8;0.0;1.9;Deszcz
2025-06-16;Gdańsk;12.8;19.3;26.1;4.3;0.0;7.6;Słonecznie
2025-06-17;Gdańsk;20.6;23.3;27.6;0.0;0.0;6.6;Pochmurno
2025-06-18;Gdańsk;12.9;17.0;22.4;0.0;0.0;9.0;Słonecznie
2025-06-19;Gdańsk;21.7;23.4;26.2;7.6;0.0;0.0;Pochmurno z opadami
2025-06-20;Gdańsk;14.3;17.5;22.3;0.0;0.0;7.9;Słonecznie
2025-06-21;Gdańsk;15.3;22.3;27.6;0.0;0.0;6.0;Pochmurno
2025-06-22;Gdańsk;13.6;17.3;20.5;2.6;0.0;0.0;Pochmurno z opadami
2025-06-23;Gdańsk;17.2;22.4;26.0;0.0;0.0;5.3;Pochmurno
2025-06-24;Gdańsk;14.4;16.3;18.2;2.3;0.0;0.0;Pochmurno z opadami
2025-06-25;Gdańsk;19.0;22.6;24.3;0.0;0.0;7.2;Słonecznie
2025-06-26;Gdańsk;16.2;20.8;29.0;0.0;0.0;6.0;Pochmurno
2025-06-27;Gdańsk;16.6;19.5;21.7;4.7;0.0;4.1;Pochmurno z opadami
2025-06-28;Gdańsk;13.1;19.8;25.4;0.0;0.0;6.1;Pochmurno
2025-06-29;Gdańsk;12.9;20.5;25.6;0.0;0.0;9.9;Słonecznie
2025-06-30;Gdańsk;15.3;19.7;24.5;0.7;0.0;0.0;Pochmurno z opadami
2025-07-01;Gdańsk;19.1;24.3;27.7;0.0;0.0;7.8;Słonecznie
2025-07-02;Gdańsk;13.6;17.5;24.4;0.0;0.0;9.6;Słonecznie
2025-07-03;Gdańsk;21.1;26.8;32.2;0.6;0.0;3.6;Upał
2025-07-04;Gdańsk;22.6;25.4;31.7;0.0;0.0;9.0;Słonecznie
2025-07-05;Gdańsk;15.8;21.1;25.7;0.0;0.0;8.4;Słonecznie
2025-07-06;Gdańsk;17.6;20.4;26.2;2.1;0.0;1.1;Pochmurno z opadami
2025-07-07;Gdańsk;17.0;23.0;26.0;0.0;0.0;6.1;Pochmurno
2025-07-08;Gdańsk;20.2;23.3;25.6;0.0;0.0;9.3;Słonecznie
2025-07-09;Gdańsk;12.0;18.7;24.2;4.9;0.0;2.4;Pochmurno z opadami
2025-07-10;Gdańsk;13.3;17.0;21.7;0.0;0.0;11.3;Słonecznie
2025-07-11;Gdańsk;17.4;20.9;25.6;8.2;0.0;1.8;Deszcz
2025-07-12;Gdańsk;11.5;15.3;21.4;0.0;0.0;8.8;Słonecznie
2025-07-13;Gdańsk;13.4;18.4;21.8;4.8;0.0;1.9;Pochmurno z opadami
2025-07-14;Gdańsk;17.0;22.0;29.3;0.0;0.0;5.5;Pochmurno
2025-07-15;Gdańsk;15.6;20.7;28.4;0.0;0.0;10.7;Słonecznie
2025-07-16;Gdańsk;19.3;23.6;30.0;0.0;0.0;8.5;Słonecznie
2025-07-17;Gdańsk;12.6;17.1;22.6;4.2;0.0;3.4;Pochmurno z opadami
2025-07-18;Gdańsk;12.9;16.3;23.4;11.9;0.0;3.2;Deszcz
2025-07-19;Gdańsk;20.9;24.6;30.0;1.0;0.0;3.3;Pochmurno z opadami
2025-07-20;Gdańsk;17.4;21.5;26.2;1.0;0.0;2.6;Pochmurno z opadami
2025-07-21;Gdańsk;17.5;19.6;27.7;0.0;0.0;11.6;Słonecznie
2025-07-22;Gdańsk;18.1;21.8;26.4;0.0;0.0;9.8;Słonecznie
2025-07-23;Gdańsk;22.3;25.4;28.4;1.9;0.0;5.7;Pochmurno z opadami
2025-07-24;Gdańsk;14.1;17.1;25.5;0.0;0.0;7.0;Pochmurno
2025-07-25;Gdańsk;17.7;22.8;30.2;0.0;0.0;6.5;Pochmurno
2025-07-26;Gdańsk;20.7;24.5;28.7;0.0;0.0;13.4;Słonecznie
2025-07-27;Gdańsk;18.0;22.4;29.9;13.8;0.0;2.7;Deszcz
2025-07-28;Gdańsk;15.5;22.1;26.9;2.9;0.0;1.0;Pochmurno z opadami
2025-07-29;Gdańsk;13.5;19.5;23.6;0.0;0.0;11.7;Słonecznie
2025-07-30;Gdańsk;20.4;24.3;28.2;0.0;0.0;7.3;Słonecznie
2025-07-31;Gdańsk;20.9;27.7;32.9;0.0;0.0;6.5;Upał
2025-08-01;Gdańsk;16.2;20.5;23.3;1.7;0.0;2.2;Pochmurno z opadami
2025-08-02;Gdańsk;19.7;24.6;32.2;0.0;0.0;10.1;Słonecznie
2025-08-03;Gdańsk;21.5;24.7;29.4;0.0;0.0;7.5;Słonecznie
2025-08-04;Gdańsk;17.9;19.5;24.8;0.8;0.0;3.9;Pochmurno z opadami
2025-08-05;Gdańsk;17.5;21.2;29.5;2.2;0.0;0.0;Pochmurno z opadami
2025-08-06;Gdańsk;13.1;16.3;23.3;0.0;0.0;10.3;Słonecznie
2025-08-07;Gdańsk;19.3;22.3;26.4;0.0;0.0;5.9;Pochmurno
2025-08-08;Gdańsk;14.3;18.9;22.3;0.0;0.0;3.8;Pochmurno
2025-08-09;Gdańsk;19.2;23.0;29.3;3.4;0.0;1.3;Pochmurno z opadami
2025-08-10;Gdańsk;9.5;14.0;20.1;2.1;0.0;0.0;Pochmurno z opadami
2025-08-11;Gdańsk;14.1;19.5;19.7;0.0;0.0;8.9;Słonecznie
2025-08-12;Gdańsk;12.3;18.4;24.6;3.2;0.0;1.0;Pochmurno z opadami
2025-08-13;Gdańsk;18.0;24.2;27.4;0.1;0.0;4.7;Pochmurno z opadami
2025-08-14;Gdańsk;14.1;18.5;22.7;1.6;0.0;2.5;Pochmurno z opadami
2025-08-15;Gdańsk;16.3;19.3;22.4;1.6;0.0;3.1;Pochmurno z opadami
2025-08-16;Gdańsk;13.6;18.8;24.0;5.9;0.0;1.9;Pochmurno z opadami
2025-08-17;Gdańsk;14.4;18.6;19.0;0.0;0.0;8.0;Słonecznie
2025-08-18;Gdańsk;11.5;13.7;16.3;0.0;0.0;5.5;Pochmurno
2025-08-19;Gdańsk;13.9;17.2;23.4;2.5;0.0;2.5;Pochmurno z opadami
2025-08-20;Gdańsk;13.0;16.3;18.9;0.0;0.0;5.7;Pochmurno
2025-08-21;Gdańsk;17.5;22.3;31.2;0.0;0.0;6.2;Pochmurno
2025-08-22;Gdańsk;19.7;22.6;26.7;4.2;0.0;8.5;Słonecznie
2025-08-23;Gdańsk;11.9;15.5;26.1;0.0;0.0;4.2;Pochmurno
2025-08-24;Gdańsk;14.9;16.8;22.0;0.0;0.0;5.1;Pochmurno
2025-08-25;Gdańsk;16.6;17.6;23.7;1.5;0.0;4.9;Pochmurno z opadami
2025-08-26;Gdańsk;8.3;11.9;17.9;0.0;0.0;8.9;Słonecznie
2025-08-27;Gdańsk;12.8;14.2;20.6;0.0;0.0;7.7;Słonecznie
2025-08-28;Gdańsk;9.3;14.5;18.5;0.0;0.0;6.4;Pochmurno
2025-08-29;Gdańsk;12.1;14.9;18.5;0.0;0.0;8.8;Słonecznie
2025-08-30;Gdańsk;19.6;21.5;25.9;0.3;0.0;1.6;Pochmurno z opadami
2025-08-31;Gdańsk;11.3;15.6;17.9;0.0;0.0;6.2;Pochmurno
2025-09-01;Gdańsk;11.1;19.0;20.4;0.0;0.0;7.5;Słonecznie
2025-09-02;Gdańsk;14.8;17.9;24.4;0.2;0.0;0.0;Pochmurno z opadami
2025-09-03;Gdańsk;6.6;12.5;18.4;0.0;0.0;8.9;Słonecznie
2025-09-04;Gdańsk;16.9;17.6;22.2;0.0;0.0;5.7;Pochmurno
2025-09-05;Gdańsk;9.8;13.1;19.6;0.0;0.0;8.7;Słonecznie
2025-09-06;Gdańsk;13.9;17.3;22.9;4.3;0.0;1.5;Pochmurno z opadami
2025-09-07;Gdańsk;14.8;19.3;27.1;0.0;0.0;10.2;Słonecznie
2025-09-08;Gdańsk;8.3;14.2;19.7;6.6;0.0;1.1;Pochmurno z opadami
2025-09-09;Gdańsk;7.8;12.2;20.9;5.9;0.0;3.6;Pochmurno z opadami
2025-09-10;Gdańsk;8.7;12.4;17.6;3.3;0.0;3.7;Pochmurno z opadami
2025-09-11;Gdańsk;5.3;10.3;17.7;0.0;0.0;3.0;Pochmurno
2025-09-12;Gdańsk;13.9;17.5;24.9;6.4;0.0;1.8;Pochmurno z opadami
2025-09-13;Gdańsk;11.1;16.3;20.7;0.0;0.0;10.5;Słonecznie
2025-09-14;Gdańsk;7.5;11.5;18.0;0.8;0.0;4.4;Pochmurno z opadami
2025-09-15;Gdańsk;7.9;13.0;17.9;0.0;0.0;11.5;Słonecznie
2025-09-16;Gdańsk;5.9;12.1;18.8;0.1;0.0;0.9;Pochmurno z opadami
2025-09-17;Gdańsk;9.8;14.1;22.6;0.5;0.0;0.0;Pochmurno z opadami
2025-09-18;Gdańsk;10.7;14.7;21.1;2.0;0.0;0.0;Pochmurno z opadami
2025-09-19;Gdańsk;5.5;10.3;16.0;0.8;0.0;1.9;Pochmurno z opadami
2025-09-20;Gdańsk;9.4;16.2;24.9;2.4;0.0;4.7;Pochmurno z opadami
2025-09-21;Gdańsk;7.4;12.0;19.6;0.0;0.0;6.9;Pochmurno
2025-09-22;Gdańsk;7.4;9.0;17.7;1.1;0.0;0.7;Pochmurno z opadami
2025-09-23;Gdańsk;4.6;7.9;12.2;0.0;0.0;8.6;Słonecznie
2025-09-24;Gdańsk;8.5;13.1;17.8;0.0;0.0;5.7;Pochmurno
